Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,"Latitude,Longitude",Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version
R10191,MET-143,2025-12-03T19:00:00Z,6.13,1843,6.44,Sm3/h,C739,"12.8638,80.1757",No,,Inspection done. No issues.,22.6,99.5,1.002,v1.0
R10192,met-102,2026-01-13 05:00,3.31,2239,8.79,scmh,C728,"13.2303,80.1585",No,,Reverse flow detected briefly.,17.9,101.325,1.0,v1.1
R10193,MET-153,2026-01-08 10:00,,4924,19.08,m3/h,C854,"13.2258,80.4219",No,,Email: user516@citygas.com flagged issue,22.7,101.325,1.005,v1.0
R10194,MET-114,2024-03-03 16:00,5.56,3247,12.62,SCM/H,C722,"12.9349,80.3762",nO,,Inspection done. No issues.,25.5,102.5,1.005,v1.0
R10195,MET-150,2026-02-10 20:00,3.36,1845,,Sm^3/h,C724,12.9239,0,,Read manually. Meter OK.,23.3,100.0,1.0,v1.1
R10191,MET-157,2024-02-17 16:00,2.64,1342,5.21,scmh,C817,"12.8854,80.3715",No,,Customer C701 complained about billing.,16.7,101.325,0.99,v1.1
R10196,met-122,2025-07-30T02:00:00Z,5.01,1952,7.22,S m^3/h,C829,"12.9058,80.2993",NO,,Read manually. Meter OK.,15.3,101.325,1.0,v1.0
R10197,met-109,06/03/2025,6.7,415,1.49,scmh,C888,"13.0904,80.0798",No,,Maintenance done by technician ID T226.,22.7,99.5,1.0,v1.1
R10198,MET-158,06/14/2025 20:00,3.87,640,2.46,m3/h,c837,"12.9284,80.1246",nO,,Contact: +91-7092344-92344 for followup,15.9,101.0,1.0,v1.1
R10199,MET-109,2025-01-27 11:00,4,762,2.75,Sm^3/h,C888,"13.0904,80.0798",nO,MAINT,Reverse flow detected briefly.,22.3,101.325,1.0,v1.0
R10200,MET-116,2024-07-14 11:00,5.35,998,3.74,Scmh,C808,12.9234,0,,Reverse flow detected briefly.,22.0,101.325,1.005,v1.1
R10201,MET143,2025-02-20 19:00,3.27,1773,6.51,scmh,C739,"24.2705,80.1757",False,SHUTDOWN,Night flow anomaly recorded.,21.7,102.5,1.005,v1.1
R10202,MET-104,2025-05-10 23:00,3.89,239,0.87,Scmh,C889,"13.0895,80.1927",0,MAINT,Maintenance done by technician ID T421.,18.1,103.0,1.0,v1.1
R10203,MET-119,2024-06-02 02:00,6.25,1778,6.63,scmh,C723,"13.0228,80.1934",0,,Maintenance done by technician ID T979.,20.1,101.325,1.01,v1.0
R10204,MET--135,2024-02-11 08:00,3.5,561,2.11,scmh,C771,"13.2363,80.3584",No,,Inspection done. No issues.,19.2,103.0,1.0,v1.0
R10205, MET-157 ,2024-08-27 01:00,6.15,1190,4.19,m3/h,C817,"12.8854,80.3715",FALSE,,Calibration check passed.,20.8,101.325,1.0,v1.1
R10206,MET-120,2025-07-11 20:00,3.97,2757,9.92,SCM/H,C755,12.9665,no,MAINT,"Leak near coords 13.1812,80.1441. Reported.",16.2,101.325,1.01,v1.2
R10207,MET-118,2025-06-04 21:00,4.73,2012,7.48,SCMH,C707,"13.0599,80.0796",NO,,Calibration check passed.,19.4,101.325,1.01,v1.0
R10208,MET-157,2025-05-28 11:00,5.33,1200,3.37,Scmh,C817,"(12.8854, 80.3715)",N,,Customer called at +91-9824078-24078,21.3,101.325,1.0,v1.0
R10209,MET-102,2025-12-26 09:00,6.58,2850,11.0,Sm3/h,C728,"13.2303,80.1585",No,SHUTDOWN,Customer called at +91-9852358-52358,15.2,101.325,0.99,v1.1
R10210,MET-134 ,2025-02-10 05:00,5.29,3800,14.41,Scmh,C850,"13.2296,80.2745",n,SHUTDOWN,Maintenance done by technician ID T694.,18.8,101.325,1.005,v1.2
R10211,MET-108,2024-03-11 02:00,3.31,342,1.27,Scmh,C735,"13.1965,80.3709",n,SHUTDOWN,Maintenance done by technician ID T313.,23.0,101.0,0.998,v1.0
R10212,MET-156,2025-09-08 22:00,6.54,1736,3.48,scm/h,C886,"13.2187,80.3986",nO,,Maintenance done by technician ID T201.,20.6,101.325,0.99,v1.0
R10213, MET-111 ,2025-12-15 04:00,6.98,1121,3.97,Sm^3/h,C873,"12.8582,80.3589",no,,Calibration check passed.,17.7,103.0,1.0,v1.1
R10214,MET-132,2026-01-05 14:00,2.86,739,2.8,SCMH,C756,"12.9182,80.3353",N,,Inspection done. No issues.,19.0,101.325,1.01,v1.0
R10215, MET-137 ,2024-03-05 03:00,0,352,1.33,Scmh,C894,"12.9718,80.2591",false,,Reverse flow detected briefly.,21.6,101.0,0.99,v1.0
R10216,MET-147,2025-09-26 10:00,6.83,98,0.38,Sm^3/h,c726,"12.9747,80.2142",no,,Customer called at +91-9861827-61827,17.4,103.0,1.0,v1.0
R10217,MET--135,2024-06-20 13:00,6.34,1992,7.27,Scmh,C771,"13.2363,80.3584",False,MAINT,Calibration check passed.,21.9,101.325,1.0,v1.0
R10218, MET-146 ,2024/06/16 23:00,2.69,721,2.54,sm^3/h,C786,"13.115,80.1497",no,,Contact: +91-7078678-78678 for followup,16.9,101.325,1.0,v1.0
R10219, MET-109 ,2025-08-23 13:00,2.85,1463,5.37,Scmh,C888,"13.0904,80.0798",false,,Calibration check passed.,25.1,101.325,1.0,v1.1
R10220,MET-149,2025-08-10,2.91,2441,9.09,Sm^3/h,CID-797,"13.0687,80.1415",False,MAINT,Contact: +91-7071507-71507 for followup,25.1,103.0,1.0,v1.0
R10221,MET-126,2024-02-28 03:00,5.47,4212,16.7,scmh,C750,"13.1641,80.1801",NO,,,21.4,99.5,1.005,v1.2
R10222,MET-112,2025-12-12 15:00,2.87,2138,7.74,scm/h,C889,"13.238,80.1295",false,,Customer called at +91-9877370-77370,18.1,99.5,1.002,v1.1
R10222,MET141,2025-02-13 01:00,,2225,7.81,SCM/H,C787,"12.8988,80.0626",No,MAINT,Inspection done. No issues.,18.2,102.5,1.005,v1.1
R10223, MET-156 ,2024-05-19 21:00,3.68,,2.23,scmh,C886,"13.2187,80.3986",n,,Maintenance done by technician ID T577.,22.6,102.5,1.0,v1.1
R10224,MET-145,2024-01-05 21:00,5.06,404,1.52,scm/h,C895,"12.9535,80.413",0,,Customer called at +91-9824537-24537,24.2,101.0,1.0,v1.0
R10218,MET-135,2025-09-11 10:00,3.11,2060,7.32,Sm3/h,C771,"13.2363,80.3584",no,,Email: user738@citygas.com flagged issue,23.2,101.325,1.0,v1.0
R10225, MET-103 ,2024-10-04 07:00,3.87,903,3.43,scm/h,C706,"13.1428,80.3815",No,,Inspection done. No issues.,15.2,101.325,1.0,v1.0
R10224,MET-131,2025-09-05 17:00,2.56,564,2.0,scmh,C807," 13.093 , 80.0978 ",nO,SHUTDOWN,Read manually. Meter OK.,19.0,101.325,1.0,v1.1
R10226, MET-109 ,2025-04-21 01:00,3.69,391,1.56,m3/h,C888,"80.0798,13.0904",No,,Customer called at +91-9858500-58500,21.2,103.0,0.995,v1.0
R10227,Met-118,2025-01-16 14:00,2.8,281,1.08,Scmh,C707,"22.9908,80.0796",nO,,"Leak near coords 13.2373,80.1118. Reported.",24.2,99.5,1.0,v1.1
R10220,MET140,2025-02-26 15:00,2.94,1233,4.39,SCMH,C808,"23.0101,80.0932",FALSE,,Odorant alarm triggered. Cleared.,15.6,101.325,0.998,v1.0
R10228,met-120,2024-07-15 19:00,3.33,,0.39,Scmh,C755,"12.9665,80.0963",no,SHUTDOWN,Pressure drop observed at peak hours.,15.8,101.325,1.0,v1.1
R10229,MET-114,2024-03-09 14:00,,1273,4.8,SCM/H,C722,"12.9349,80.3762",NO,,Night flow anomaly recorded.,17.0,101.325,0.998,v1.1
R10222,MET-109,2024-04-05 16:00,50.7,452,1.67,S m^3/h,C888,"13.0904,80.0798",N,,Odorant alarm triggered. Cleared.,22.1,102.5,0.998,v1.2
R10230,met-130,22/10/2024,5.27,233,0.84,sm^3/h,C839,"12.8686,80.2389",FALSE,,Contact: +91-7065751-65751 for followup,22.8,101.325,1.005,v1.2
R10231,MET-132,2024-07-13 14:00,3.34,101,0.4,Sm^3/h,C756,"12.9182,80.3353",0,,Calibration check passed.,24.9,101.325,0.995,v1.2
R10232,Met-117,2025-02-22 07:00,3.6,270,1.08,SCM/H,c708,"12.9717,80.3585",no,,Calibration check passed.,21.1,99.5,0.99,v1.1
R10233,Met-114,2025-01-03 11:00,5.9,1212,4.83,S m^3/h,c722,"12.9349,80.3762",N,,,16.6,101.325,1.005,v1.1
R10234,MET-127,2025-04-27 03:00,3.92,970,3.85,Sm3/h,C883,"12.9299,80.3418",No,MAINT,Pressure drop observed at peak hours.,20.6,101.325,1.0,v1.1
R10235,MET123,2026-03-08 19:00,4.93,279,1.03,SCM/H,C854,"12.9669,80.1824",No,SHUTDOWN,Maintenance done by technician ID T159.,14.7,101.325,1.0,v1.2
R10236,MET-149,2025-01-24 20:00,5.8,4439,17.54,scmh,C797,"13.0687,80.1415",n,,Inspection done. No issues.,19.5,102.5,1.002,v1.1
R10237,MET-118,01-03-2025 22:00,,146,0.55,SCMH,c707,"13.0599,80.0796",n,,Odorant alarm triggered. Cleared.,23.2,103.0,1.0,v1.0
R10238,MET-104,2025-07-05 03:00,5.07,1537,5.98,Sm3/h,C889,"13.0895,80.1927",no,SHUTDOWN,Customer called at +91-9880332-80332,25.3,103.0,1.0,v1.1
R10239,MET-118,2025-09-05 02:00,6.75,210,,Sm^3/h,C707,"13.06,80.08",nO,,Calibration check passed.,18.9,101.325,1.01,v1.0
R10236,MET-147,2026/03/10 24:05,,657,2.59,Sm3/h,C726,"12.9747,80.2142",False,,"Leak near coords 13.1061,80.1525. Reported.",24.8,99.5,1.0,v1.0
R10240,MET-130,22-11-2024 16:00,5.17,1303,,S m^3/h,C839,"12.8686,80.2389",nO,SHUTDOWN,Customer called at +91-9847384-47384,20.8,102.5,1.002,v1.0
R10241,MET-125,2026-02-14 02:00,5.89,1297,5.08,sm^3/h,C843,"13.0324,80.1744",FALSE,,"Leak near coords 13.0668,80.358. Reported.",22.8,101.325,1.002,v1.0
R10242,MET-125,2024-01-13 03:00,4.94,2809,10.24,scmh,c843,"13.0324,80.1744",No,,Customer called at +91-9837487-37487,17.6,101.0,1.01,v1.0
R10243,MET--154,2025-12-04 05:00,3.75,498,1.8,Sm^3/h,C767,"13.2079,80.3732",No,MAINT,Customer called at +91-9817623-17623,19.0,101.325,0.998,v1.0
R10244,met-124,2024-12-19 19:00,3.98,339,-1.32,scm/h,C706,"12.9965,80.0754",0,MAINT,Night flow anomaly recorded.,23.0,103.0,1.01,v1.1
R10245,MET-127,2025-07-15 07:00,2.63,1367,5.04,scmh,CID-883,"12.9299,80.3418",nO,,Pressure drop observed at peak hours.,18.7,101.325,0.99,v1.0
R10246,MET118,2024-01-22,6.15,2943,11.45,scmh,C707,"13.0599,80.0796",n,,Pressure drop observed at peak hours.,14.2,101.325,1.0,v1.2
R10247,MET-110,2024-02-15 23:00,4.89,1075,4.25,SCMH,C726,"(13.1332, 80.4448)",False,SHUTDOWN,Reverse flow detected briefly.,15.8,101.325,0.995,v1.2
R10248,MET-130,2024-01-24 18:00,2.54,228,0.81,SCMH,C839,"12.8686,80.2389",n,,Customer called at +91-9899847-99847,24.6,101.325,0.998,v1.0
R10249,MET-123,09/02/2026,2.58,1413,5.57,SCMH,C854,"12.9669,80.1824",N,,Inspection done. No issues.,24.8,101.325,1.0,v1.1
R10250,MET-130,2024-04-28 07:00,2.63,409,1.47,Sm3/h,C839,"12.8686,80.2389",nO,MAINT,Odorant alarm triggered. Cleared.,19.7,101.325,0.99,v1.1
R10251,MET-101,2025-11-10 14:00,5.81,941,3.65,sm^3/h,C863,"(12.9998, 80.2055)",0,,Calibration check passed.,14.7,101.325,1.0,v1.0
R10244,MET-141,2025-02-13 09:00,4.22,256,0.91,SCMH,C787,"12.8988,80.0626",no,MAINT,Pressure drop observed at peak hours.,22.9,103.0,1.0,v1.0
R10252,MET-127,23-04-2024 10:00,4.71,1728,6.51,scmh,C883,"12.9299,80.3418",False,MAINT,Inspection done. No issues.,14.2,101.325,1.0,v1.0
R10253,Met-146,2025/06/12 23:00,6.71,1958,7.55,SCM/H,C786,"13.115,80.1497",NO,,Pressure drop observed at peak hours.,24.5,101.325,0.995,v1.0
R10254,MET-155,2025-01-03 01:00,,650,2.43,Scmh,C711,"13.0892,80.3034",NO,,Maintenance done by technician ID T940.,16.2,103.0,1.0,v1.1
R10255,MET-120,2024-07-17 18:00,3.06,1332,5.25,SCMH,c755,"12.9665,80.0963",0,,Contact: +91-7040812-40812 for followup,25.8,102.5,1.005,v1.0
R10256,met-128,2024-12-11 03:00,5.22,1588,5.83,Sm^3/h,C866," 13.0557 , 80.305 ",nO,,Read manually. Meter OK.,22.1,101.325,1.0,v1.0
R10257,MET-146,2025-11-04 04:00,5.98,1169,4.42,Sm3/h,C786,"13.115,80.1497",FALSE,SHUTDOWN,Email: user822@citygas.com flagged issue,21.1,101.325,1.002,v1.2
R10258,MET-152,2024-09-01 01:00,5.76,,4.25,Sm^3/h,C788,13.1601,false,MAINT,Customer C807 complained about billing.,18.6,101.325,1.0,v1.1
R10259,met-111,2025-05-21 15:00,39,1394,5.41,SCM/H,c873,"12.8582,80.3589",NO,,Reverse flow detected briefly.,16.9,99.5,1.0,v1.0
R10260,met-132,2024-07-13 06:00,2.95,1364,5.38,S m^3/h,C756,"12.9182,80.3353",N,,"Leak near coords 12.8687,80.114. Reported.",24.9,99.5,0.995,v1.0
R10261,MET--106,2024-05-02 03:00,6.13,1838,0.46,Scmh,C762,"12.9124,80.2671",FALSE,,Contact: +91-7011261-11261 for followup,21.3,101.325,1.0,v1.1
R10262,MET-107,2025-06-13 16:00,6.48,368,1.43,sm^3/h,C757,"12.8732,80.1064",nO,,Email: user515@citygas.com flagged issue,23.5,101.325,1.0,v1.1
R10263,MET124,13-01-2024 20:00,5.33,207,0.74,sm^3/h,C706,"12.9965,80.0754",no,,Read manually. Meter OK.,19.8,101.0,1.0,v1.1
R10264,met-109,2025-09-30 22:00,5.19,165,0.64,SCMH,C888,"13.09,80.08",false,,Reverse flow detected briefly.,25.0,101.325,1.01,v1.0
R10265, MET-139 ,2025-06-08 13:00,3.63,1054,4.11,scmh,C878,"13.1237,80.0602",FALSE,,High consumption flagged for audit.,15.2,99.5,1.0,v1.0
R10261,MET-101,2026-01-19 14:00,4.15,770,2.87,SCMH,C863,"12.9998,80.2055",N,MAINT,Contact: +91-7054794-54794 for followup,16.1,101.0,1.002,v1.0
R10266,MET-126,2026-03-09 19:00,2.67,3199,12.17,m3/h,C750 ,"13.1641,80.1801",n,MAINT,,15.2,101.325,0.998,v1.1
R10267,met-108,01-12-2024 17:00,5.1,1543,5.95,Sm^3/h,c735,"13.1965,80.3709",NO,,Email: user781@citygas.com flagged issue,17.5,101.325,1.0,v1.1
R10268, MET-114 ,2024-09-26 19:00,4.14,4331,16.85,SCMH,C722,"12.9349,80.3762",NO,,Night flow anomaly recorded.,21.2,100.0,1.0,v1.2
R10269,MET-133,2024-03-31 01:00,3.49,91,0.33,m3/h,C814,"12.876,80.3543",false,,Email: user432@citygas.com flagged issue,14.8,102.5,1.0,v1.0
R10270,MET-147,2025-05-12,5.94,2975,11.23,Sm3/h,C726," 12.9747 , 80.2142 ",0,,Maintenance done by technician ID T829.,17.2,101.325,1.0,v1.0
R10271,MET-121,2024-01-24 07:00,6.19,615,2.44,scm/h,C759,"13.0947,80.3952",NO,,Night flow anomaly recorded.,23.0,101.325,0.99,v1.0
R10272,MET149,2024-05-31 18:00,3.12,675,2.67,m3/h,C797,"13.0687,80.1415",False,,Customer called at +91-9817220-17220,18.5,99.5,0.998,v1.1
R10268,MET-141,2024-03-03 06:00,5.93,4953,18.48,SCM/H,C787,"12.8988,80.0626",false,,Inspection done. No issues.,23.9,101.325,1.0,v1.2
R10273,MET -103,2025-05-03 22:00,2.79,466,1.63,scm/h,C706,"13.1428,80.3815",n,SHUTDOWN,Customer C873 complained about billing.,17.5,101.325,0.995,v1.1
R10274,Met-114,2024/05/13 09:00,4.69,2564,10.26,SCMH,C722,12.9349,NO,,Pressure drop observed at peak hours.,22.3,100.0,1.005,v1.0
R10275, MET-112 ,2025-03-29 17:00,3.67,"3,281",12.62,Sm3/h,C889,"13.238,80.1295",NO,,Customer C850 complained about billing.,24.5,101.325,1.002,v1.1
R10276, MET-158 ,2025-05-30 01:00,5.57,344,1.29,m3/h,C837,"(12.9284, 80.1246)",yes,,Odorant alarm triggered. Cleared.,17.4,103.0,1.005,v1.1
R10277,MET-134,2025-08-11 18:00,5.75,3942,15.01,scmh,C850,"13.2296,80.2745",N,,Customer called at +91-9831798-31798,23.4,101.325,1.0,v1.0
R10278,MET-150,2024-11-17 06:00,3.67,1470,5.74,sm^3/h,C724,"12.9239,80.0808",nO,,Read manually. Meter OK.,19.8,101.325,0.998,v1.1
R10279,MET-101,2025-03-05 02:00,3.36,1393,5.4,SCM/H,C863,"12.9998,80.2055",N,MAINT,High consumption flagged for audit.,16.8,103.0,1.0,v1.0
R10280,MET-156,2024-02-07 17:00,3.59,1129,4.091,SCMH,C886,"13.2187,80.3986",FALSE,,Inspection done. No issues.,18.2,100.0,1.005,v1.1
R10281,MET131,2024-05-21 00:00,2.98,203,0.8,S m^3/h,C807,"13.093,80.0978",FALSE,MAINT,Reverse flow detected briefly.,16.4,102.5,0.99,v1.1
R10282,MET119,2025-01-01 04:00,6.27,877,3.32,SCMH,C723,"13.0228,80.1934",False,,Customer called at +91-9899227-99227,18.4,99.5,1.0,v1.0
R10283,MET-148,2025-07-18 04:00,-6.98,4708,,Sm^3/h,C723,"13.058,80.3522",1,,Customer called at +91-9871074-71074,19.6,101.325,1.0,v1.0
R10284,MET-149,2024-01-27 09:00,6.65,708,2.62,sm^3/h,C797,"13.0687,80.1415",N,SHUTDOWN,High consumption flagged for audit.,16.5,100.0,1.01,v1.1
R10285,MET-125,2026-02-27 13:00,3.51,,3.85,S m^3/h,c843,"13.0324,80.1744",nO,MAINT,Pressure drop observed at peak hours.,19.8,100.0,1.005,v1.0
R10286,MET-160,19-03-2025 20:00,3.67,370,1.46,sm^3/h,C796,"12.9801,80.2657",nO,,Email: user883@citygas.com flagged issue,19.4,103.0,0.998,v1.2
R10287,MET-132,2024-09-03 00:00,4.93,228,0.814,SCM/H,C756,"12.9182,80.3353",false,MAINT,Customer C818 complained about billing.,19.4,103.0,1.0,v1.2
R10288, MET-142 ,2025-03-28 02:00,6.21,3766,14.84,sm^3/h,C771,"13.0481,80.3046",0,,Customer C835 complained about billing.,22.7,102.5,1.0,v1.0
R10289,MET-135,2026/03/10 24:05,38.6,,0.23,Sm^3/h,C771,"13.2363,80.3584",False,,High consumption flagged for audit.,15.8,102.5,1.0,v1.1
R10290,MET--111,2026/03/10 24:05,3.25,209,,scm/h,C873,"80.3589,12.8582",0,,Night flow anomaly recorded.,18.7,101.325,1.002,v1.0
R10285,MET-113,2024-12-03 14:00,3.43,76,0.3,scm/h,C839,"13.183,80.0522",No,,Calibration check passed.,21.3,101.325,0.99,v1.0
R10291,MET-151,2024-02-15 14:00,3.52,879,3.33,Sm3/h,C791,"13.2378,80.1659",n,,Pressure drop observed at peak hours.,19.1,101.325,1.01,v1.0
R10292,MET--111,05-08-2025 15:00,3.1,1150,4.03,SCMH,C873,"23.9785,80.3589",n,,Customer called at +91-9810106-10106,16.0,101.325,1.0,v1.0
R10293,MET-149,2025-06-20 07:00,-3.91,4974,18.95,Sm3/h,C797,"13.0687,80.1415",No,,High consumption flagged for audit.,15.5,102.5,1.01,v1.0
R10294,MET-125,05-09-2024 20:00,5.18,2247,8.59,scm/h,CID-843,"13.0324,80.1744",FALSE,,Customer called at +91-9823636-23636,21.7,101.325,1.0,v1.0
R10295,MET-147,2025-07-01 04:00,3.08,1784,7.02,SCMH,C726,"12.9747,80.2142",False,,Customer C875 complained about billing.,24.0,101.325,1.002,v1.0
R10296,MET-128,2024-06-13 11:00,4.52,1619,5.84,scm/h,C866," 13.0557 , 80.305 ",YEs,,Email: user152@citygas.com flagged issue,17.1,101.325,1.0,v1.0
R10297,MET123,2024-11-10 09:00,6.37,776,2.71,Scmh,C854,"12.9669,80.1824",no,,Pressure drop observed at peak hours.,25.3,101.325,1.005,v1.2
R10298,MET--138,2025-09-21T09:00:00Z,5.37,1118,4.17,Sm3/h,C740,"12.8891,80.221",False,,High consumption flagged for audit.,17.0,100.0,1.0,v1.1
R10299,MET-145,2026-01-06 20:00,6.06,1259,4.51,scm/h,C895,"12.9535,80.413",N,,Reverse flow detected briefly.,23.4,101.325,1.0,v1.0
R10300,MET149,2024-08-20 07:00,5.15,4622,17.16,scmh,C797,"13.0687,80.1415",nO,,Calibration check passed.,24.8,100.0,0.998,v1.1
R10301,met-133,2025-05-05 12:00,5.81,2222,7.97,scmh,C814,"12.876,80.3543",NO,SHUTDOWN,Inspection done. No issues.,22.9,102.5,1.005,v1.0
R10302,MET-131,2024-06-20 02:00,5.46,1645,5.88,Scmh,C807,13.093,no,,Maintenance done by technician ID T233.,23.5,101.325,1.01,v1.0
R10303,MET-123,2024-01-12 18:00,5.9,1142,4.09,Sm3/h,C854,"12.9669,80.1824",false,,Inspection done. No issues.,16.0,101.325,0.99,v1.2
R10304,MET-106,2024-08-19 11:00,6.07,553,2.2,sm^3/h,c762,"12.9124,80.2671",nO,,Customer C720 complained about billing.,17.6,99.5,1.0,v1.0
R10305, MET-101 ,2024/12/24 02:00,6.63,751,,scm/h,C863,"12.9998,80.2055",YEs,MAINT,Contact: +91-7082308-82308 for followup,14.5,103.0,0.998,v1.1
R10306,MET149,2024-04-25 05:00,5.09 bar,2062,7.59,scmh,C797,"13.0687,80.1415",nO,,Reverse flow detected briefly.,20.2,101.325,1.002,v1.1
R10307,MET-102,2025-12-23 02:00,3.15,"2,040",7.82,SCMH,C728,"(13.2303, 80.1585)",0,,Night flow anomaly recorded.,19.3,101.325,1.005,v1.0
R10308,met-134,2025-04-28 07:00,2.55,4739,17.34,scm/h,C850,"13.2296,80.2745",no,,Inspection done. No issues.,25.8,101.325,0.995,v1.1
R10309,MET-151,2025-07-14 06:00,3.02,1366,5.44,Sm3/h,C791,"13.2378,80.1659",0,,Contact: +91-7049042-49042 for followup,15.3,99.5,0.998,v1.0
R10310,MET-159,2024-09-25 11:00,4.57,3850,14.38,Sm3/h,C731,12.8681,n,,Contact: +91-7042712-42712 for followup,21.1,103.0,0.998,v1.0
R10311,MET-103,2025-01-13 19:00,6.46,334,1.25,scm/h,C706,"13.1428,80.3815",No,,Reverse flow detected briefly.,25.5,101.0,1.0,v1.0
R10312,MET-103,18/08/2024,3.79,947,3.52,Scmh,C706,"13.1428,80.3815",0,,Night flow anomaly recorded.,24.3,101.325,1.0,v1.1
R10313, MET-129 ,2026-02-17 14:00,5.92,94,0.336,sm^3/h,C879,"13.087,80.4049",n,,Night flow anomaly recorded.,25.9,99.5,1.0,v1.1
R10314,MET-147,2024-12-29 11:00,2.78,99,0.4,Sm^3/h,C726,"12.9747,80.2142",True,,Read manually. Meter OK.,23.1,101.325,1.0,v1.0
R10315,MET-121,2024/01/22 20:00,6.26,116,0.44,Sm^3/h,C759,"13.0947,80.3952",n,,High consumption flagged for audit.,15.6,100.0,0.99,v1.2
R10316,MET-159,2025-12-14 10:00,3.68,1788,6.67,SCM/H,C731,"80.407,12.8681",false,,Contact: +91-7052751-52751 for followup,25.9,101.325,0.998,v1.0
R10317,Met-157,2025-06-13 08:00,5.9,877,3.31,S m^3/h,c817,"22.6966,80.3715",No,,Maintenance done by technician ID T540.,15.0,103.0,1.0,v1.0
R10310,MET-160,2024-08-15 22:00,5.1,275,0.96,SCM/H,C796,"12.9801,80.2657",False,MAINT,Customer C855 complained about billing.,18.9,101.325,1.0,v1.0
R10318, MET-122 ,2024-02-19 20:00,3.53,557,,SCM/H,C829,"12.9058,80.2993",nO,,Inspection done. No issues.,22.2,101.325,1.0,v1.1
R10319,MET-158,2024-06-13 04:00,4.97,327000,,Scmh,C837,"12.9284,80.1246",false,,High consumption flagged for audit.,16.7,100.0,0.998,v1.1
R10320,MET-128,2025-03-25 07:00,3.48,1606,5.88,Scmh,C866,"13.0557,80.305",N,MAINT,Customer C836 complained about billing.,16.5,102.5,0.998,v1.0
R10321,MET-133,2025-10-19 12:00,6.94,148,0.57,sm^3/h,C814 ,"12.876,80.3543",False,,Maintenance done by technician ID T714.,25.0,101.325,1.005,v1.0
R10315, MET-136 ,2025-07-30 23:00,5.94,209,0.79,scmh,C701,"13.1734,80.2475",FALSE,,Read manually. Meter OK.,25.9,101.0,1.0,v1.0
R10322,MET-138,2026-03-04 17:00,3.3,2134,8.38,scm/h,C740,"12.8891,80.221",nO,,Inspection done. No issues.,14.1,101.325,1.0,v1.0
R10323, MET-106 ,2025-09-16 16:00,5.82,62,0.23,Scmh,C762,"12.9124,80.2671",0,,Maintenance done by technician ID T793.,16.0,101.325,1.0,v1.1
R10324,MET157,2024-04-28 22:00,5.54,536,2.14,SCM/H,C817,"22.2453,80.3715",nO,,Night flow anomaly recorded.,20.3,101.325,0.998,v1.1
R10325,Met-135,2025-08-22 15:00,3.35,1556,5.64,scm/h,C771,"13.2363,80.3584",NO,,Contact: +91-7088974-88974 for followup,18.3,101.325,1.01,v1.1
R10326,MET-151 ,2024-04-12 20:00,4.6,1153,4.09,Scmh,C791,"13.2378,80.1659",N,,Customer C755 complained about billing.,15.2,103.0,1.0,v1.1
R10327,MET-158,2024-03-11 17:00,2.96,2000,,sm^3/h,C837," 12.9284 , 80.1246 ",nO,,High consumption flagged for audit.,24.5,101.0,1.005,v1.0
R10327,MET-104,2024-08-01 02:00,4.36,-661,2.32,SCMH,C889,"13.0895,80.1927",no,,Read manually. Meter OK.,18.5,101.325,0.995,v1.0
R10328,met-127,2026-01-21 07:00,3.28,1262,4.95,m3/h,C883,12.9299,False,,"Leak near coords 13.1732,80.3046. Reported.",19.4,99.5,0.99,v1.0
R10329,MET-142,2025-09-29 12:00,5.34,777,2.74,sm^3/h,C771,"80.3046,13.0481",false,SHUTDOWN,Odorant alarm triggered. Cleared.,16.6,101.0,1.01,v1.1
R10330,MET-136,2024-02-15 04:00,4.89,84,0.3,Sm3/h,C701,"13.1734,80.2475",N,MAINT,Odorant alarm triggered. Cleared.,21.0,100.0,1.0,v1.2
R10331,MET-139,2025-06-04 20:00,0,,1.63,SCMH,C878,"13.1237,80.0602",n,MAINT,Reverse flow detected briefly.,21.2,101.325,1.01,v1.0
R10332,MET-124,2024-10-20 11:00,4.34,88,0.33,SCM/H,C706,"12.9965,80.0754",NO,,Reverse flow detected briefly.,21.2,101.325,1.0,v1.1
R10333,met-104,2024-12-07 05:00,5.25,1379,5.36,scm/h,C889,"13.0895,80.1927",1,,"Leak near coords 13.0668,80.358. Reported.",21.4,99.5,1.002,v1.2
R10334,MET-133,2024-04-18 01:00,5.65,1850,7.22,Scmh,C814," 12.876 , 80.3543 ",0,,Pressure drop observed at peak hours.,14.6,99.5,1.0,v1.1
R10335,MET-156,2026-02-17 04:00,4.53,,3.87,sm^3/h,C886,"13.2187,80.3986",false,,,15.9,101.325,1.0,v1.0
R10336,MET-134,2025-07-10 17:00,3.78,653,2.32,Sm3/h,C850,"13.2296,80.2745",nO,,Inspection done. No issues.,19.8,102.5,0.998,v1.0
R10337,MET-112,2024-08-14 08:00,6.83,4667,17.8,m3/h,C889,"13.238,80.1295",true,,Contact: +91-7079471-79471 for followup,14.4,101.325,1.0,v1.0
R10338,MET-159,2024-07-29 16:00,5.15,4991,19.48,sm^3/h,C731,12.8681,no,SHUTDOWN,Email: user863@citygas.com flagged issue,15.5,102.5,1.0,v1.0
