Meter_ID,DMA_Zone,Hour_bucket,Flow_std_hourly,Energy_hourly,Avg_Pressure,Read_Count
MET-112,DMA-A,2024-12-24 09:00:00,1291.911,5.188,6.41,1
MET-112,DMA-A,2025-01-16 20:00:00,3697.326,13.12,2.97,1
MET-112,DMA-A,2025-01-23 00:00:00,612.06,2.21,4.82,1
MET-112,DMA-A,2025-01-28 16:00:00,666.297,2.405,6.81,1
MET-112,DMA-A,2025-01-29 11:00:00,2262.332,8.312,6.32,1
MET-112,DMA-A,2025-02-06 03:00:00,4698.242,16.627,5.42,1
MET-112,DMA-A,2025-02-16 18:00:00,4242.643,16.0,4.03,1
MET-112,DMA-A,2025-02-26 17:00:00,2176.112,8.5,4.3,1
MET-112,DMA-A,2025-03-10 15:00:00,933.891,3.54,5.81,1
MET-112,DMA-A,2025-03-18 00:00:00,929.505,3.547,2.79,1
MET-112,DMA-A,2025-03-24 16:00:00,4135.486,15.577,4.78,1
MET-112,DMA-A,2025-03-29 17:00:00,3182.634,12.645,3.67,1
MET-112,DMA-A,2025-04-07 00:00:00,3962.375,14.8,4.66,1
MET-112,DMA-A,2025-05-06 14:00:00,2466.231,9.035,4.13,1
MET-112,DMA-A,2025-05-11 08:00:00,4277.225,15.89,5.3,1
MET-112,DMA-A,2025-06-08 02:00:00,95.004,0.382,3.37,1
MET-112,DMA-A,2025-06-11 16:00:00,335.766,1.24,3.55,1
MET-112,DMA-A,2025-06-12 19:00:00,3811.536,14.69,41.8,1
MET-112,DMA-A,2025-06-15 04:00:00,3332.556,12.419,4.37,1
MET-112,DMA-A,2025-07-05 15:00:00,4948.18,5.511,4.46,1
MET-112,DMA-A,2025-07-14 22:00:00,3246.024,12.888,4.2,1
MET-112,DMA-A,2025-07-30 00:00:00,4548.762,12.76,3.15,1
MET-112,DMA-A,2025-07-31 03:00:00,1537.912,5.717,4.92,1
MET-112,DMA-A,2025-08-04 18:00:00,3596.167,14.382,3.5,1
MET-112,DMA-A,2025-08-22 07:00:00,3735.847,15.075,3.5,1
MET-112,DMA-A,2025-08-30 08:00:00,1139.727,4.563,3.08,1
MET-112,DMA-A,2025-09-12 07:00:00,2231.804,8.7,6.11,1
MET-112,DMA-A,2025-10-03 04:00:00,1238.517,4.442,6.7,1
MET-112,DMA-A,2025-10-04 14:00:00,4956.004,18.826,4.14,1
MET-112,DMA-A,2025-10-22 02:00:00,4210.898,17.256,6.39,1
MET-112,DMA-A,2025-10-28 15:00:00,4657.024,18.653,6.22,1
MET-112,DMA-A,2025-11-05 19:00:00,236.762,0.838,4.72,1
MET-112,DMA-A,2025-11-11 19:00:00,5131.097,10.746,3.11,1
MET-112,DMA-A,2025-11-17 11:00:00,1722.92,6.71,3.11,1
MET-112,DMA-A,2025-11-19 08:00:00,3694.681,14.7,2.74,1
MET-112,DMA-A,2025-11-24 09:00:00,4708.564,17.036,3.24,1
MET-112,DMA-A,2025-11-25 14:00:00,409.883,1.65,4.17,1
MET-112,DMA-A,2025-12-12 15:00:00,2081.3,7.755,2.87,1
MET-112,DMA-A,2025-12-12 20:00:00,1711.273,6.41,4.71,1
MET-112,DMA-A,2025-12-14 12:00:00,4842.297,17.95,5.6,1
MET-112,DMA-A,2025-12-31 17:00:00,2829.563,10.18,3.48,1
MET-112,DMA-A,2026-01-09 21:00:00,102.887,0.391,5.01,1
MET-112,DMA-A,2026-01-10 06:00:00,945.101,3.563,5.38,1
MET-112,DMA-A,2026-01-12 07:00:00,883.445,3.423,5.3,1
MET-112,DMA-A,2026-01-14 18:00:00,859.408,3.14,3.82,1
MET-112,DMA-A,2026-01-19 08:00:00,1680.784,6.242,6.24,1
MET-112,DMA-A,2026-01-23 15:00:00,3065.195,12.35,5.42,1
MET-112,DMA-A,2026-02-09 20:00:00,4326.735,15.371,2.54,1
MET-112,DMA-A,2026-02-13 13:00:00,306.831,1.095,5.34,1
MET-112,DMA-A,2026-03-02 08:00:00,1715.527,6.663,28.0,1
MET-112,DMA-A,2026-03-10 00:00:00,1441.514,5.17,4.77,1
MET-112,DMA-A,2026-03-10 07:00:00,4483.852,15.949,6.72,1
MET-112,DMA-A,2026-03-11 00:00:00,3056.711,11.26,6.72,1
MET-113,DMA-A,2024-01-03 09:00:00,2034.001,7.91,5.12,1
MET-113,DMA-A,2024-01-07 12:00:00,410.08,1.582,6.52,1
MET-113,DMA-A,2024-01-07 16:00:00,1908.118,6.97,50.9,1
MET-113,DMA-A,2024-01-07 23:00:00,657.589,2.6,6.03,1
MET-113,DMA-A,2024-01-24 05:00:00,395.467,1.417,3.81,1
MET-113,DMA-A,2024-01-30 07:00:00,864.268,3.297,4.48,1
MET-113,DMA-A,2024-02-14 04:00:00,2369.378,9.573,6.89,1
MET-113,DMA-A,2024-02-27 04:00:00,1268.108,4.951,3.92,1
MET-113,DMA-A,2024-03-01 08:00:00,1302.208,6.48,3.45,1
MET-113,DMA-A,2024-03-02 03:00:00,642.615,2.265,5.16,1
MET-113,DMA-A,2024-03-12 10:00:00,2259.304,8.484,5.83,1
MET-113,DMA-A,2024-04-04 07:00:00,2328.808,9.12,6.85,1
MET-113,DMA-A,2024-04-25 00:00:00,693.517,2.535,4.88,1
MET-113,DMA-A,2024-04-28 04:00:00,1419.415,5.38,2.66,1
MET-113,DMA-A,2024-04-28 15:00:00,911.708,3.178,4.16,1
MET-113,DMA-A,2024-05-02 20:00:00,2869.965,10.2,4.39,1
MET-113,DMA-A,2024-05-07 12:00:00,1347.273,5.08,3.08,1
MET-113,DMA-A,2024-05-15 13:00:00,847.814,3.326,3.79,1
MET-113,DMA-A,2024-05-25 20:00:00,315.065,1.196,5.48,1
MET-113,DMA-A,2024-06-01 19:00:00,2890.876,11.706,6.17,1
MET-113,DMA-A,2024-06-02 04:00:00,1177.782,4.65,4.69,1
MET-113,DMA-A,2024-06-09 06:00:00,160.91,0.657,5.58,1
MET-113,DMA-A,2024-06-13 02:00:00,767.045,2.766,5.58,1
MET-113,DMA-A,2024-06-13 20:00:00,1679.431,5.97,6.69,1
MET-113,DMA-A,2024-06-15 13:00:00,1373.249,5.26,5.75,1
MET-113,DMA-A,2024-06-22 00:00:00,2792.891,10.64,6.42,1
MET-113,DMA-A,2024-06-25 07:00:00,2301.569,8.099,4.59,1
MET-113,DMA-A,2024-06-29 08:00:00,1232.589,4.47,3.45,1
MET-113,DMA-A,2024-07-14 10:00:00,2319.441,9.377,6.41,1
MET-113,DMA-A,2024-07-18 03:00:00,649.531,2.482,6.1,1
MET-113,DMA-A,2024-07-24 07:00:00,1462.226,5.252,5.5,1
MET-113,DMA-A,2024-08-04 06:00:00,1172.27,4.59,3.0,1
MET-113,DMA-A,2024-08-05 19:00:00,1187.137,3.88,4.25,1
MET-113,DMA-A,2024-08-06 00:00:00,473.407,1.89,6.21,1
MET-113,DMA-A,2024-08-08 05:00:00,827.829,3.18,4.93,1
MET-113,DMA-A,2024-08-13 06:00:00,2850.874,10.731,4.93,1
MET-113,DMA-A,2024-08-17 00:00:00,1242.178,4.898,2.69,1
MET-113,DMA-A,2024-08-17 09:00:00,2180.692,8.613,2.83,1
MET-113,DMA-A,2024-08-28 20:00:00,2796.85,10.86,6.15,1
MET-113,DMA-A,2024-09-17 06:00:00,1915.832,7.506,2.89,1
MET-113,DMA-A,2024-10-01 09:00:00,1811.76,7.3,2.62,1
MET-113,DMA-A,2024-10-01 18:00:00,1415.096,5.19,6.03,1
MET-113,DMA-A,2024-10-06 05:00:00,2365.887,9.303,4.64,1
MET-113,DMA-A,2024-10-06 07:00:00,1830.996,7.29,2.8,1
MET-113,DMA-A,2024-10-13 16:00:00,801.143,3.01,4.57,1
MET-113,DMA-A,2024-10-14 22:00:00,497.077,1.869,2.93,1
MET-113,DMA-A,2024-10-17 06:00:00,479.93,1.94,4.89,1
MET-113,DMA-A,2024-10-27 00:00:00,2671.867,10.02,4.89,1
MET-113,DMA-A,2024-11-20 01:00:00,2354.684,8.888,5.68,1
MET-113,DMA-A,2024-11-22 16:00:00,263.52,1.02,3.55,1
MET-113,DMA-A,2024-11-22 17:00:00,1851.092,6.64,4.16,1
MET-113,DMA-A,2024-11-29 03:00:00,1067.071,4.17,2.84,1
MET-113,DMA-A,2024-12-01 13:00:00,820.278,3.178,4.77,1
MET-113,DMA-A,2024-12-03 14:00:00,73.63,0.297,3.43,1
MET-113,DMA-A,2024-12-15 19:00:00,2146.502,8.585,4.1,1
MET-113,DMA-A,2024-12-15 21:00:00,1365.995,5.489,4.01,1
MET-113,DMA-A,2024-12-20 02:00:00,1687.114,6.41,6.92,1
MET-113,DMA-A,2024-12-25 01:00:00,201.56,0.8,4.03,1
MET-113,DMA-A,2024-12-26 23:00:00,2024.595,0.8,4.24,1
MET-113,DMA-A,2024-12-30 22:00:00,1144.222,4.594,2.61,1
MET-113,DMA-A,2025-01-05 23:00:00,2650.239,9.748,5.57,1
MET-113,DMA-A,2025-01-09 03:00:00,2034.701,8.403,6.09,1
MET-113,DMA-A,2025-01-12 05:00:00,2625.437,10.399,2.96,1
MET-113,DMA-A,2025-02-04 18:00:00,1325.256,5.04,3.85,1
MET-113,DMA-A,2025-02-12 15:00:00,2271.386,9.17,4.79,1
MET-113,DMA-A,2025-02-15 01:00:00,1258.267,4.8,3.87,1
MET-113,DMA-A,2025-03-16 15:00:00,309.378,1.25,3.1,1
MET-113,DMA-A,2025-03-31 16:00:00,1373.996,5.085,3.38,1
MET-113,DMA-A,2025-04-11 21:00:00,1008.452,3.63,4.99,1
MET-113,DMA-A,2025-04-24 10:00:00,359.0,1.407,5.81,1
MET-113,DMA-A,2025-04-30 12:00:00,2460.339,9.569,6.62,1
MET-113,DMA-A,2025-05-08 13:00:00,2287.684,8.375,5.71,1
MET-113,DMA-A,2025-05-08 19:00:00,655.435,2.4,5.71,1
MET-113,DMA-A,2025-05-12 08:00:00,1172.959,4.12,6.28,1
MET-113,DMA-A,2025-05-17 16:00:00,1901.421,7.174,3.63,1
MET-113,DMA-A,2025-05-25 09:00:00,403.368,1.427,3.63,1
MET-113,DMA-A,2025-05-29 22:00:00,1117.228,4.54,6.69,1
MET-113,DMA-A,2025-06-01 08:00:00,2409.593,9.69,5.69,1
MET-113,DMA-A,2025-06-01 16:00:00,409.228,1.463,4.44,1
MET-113,DMA-A,2025-06-10 14:00:00,408.291,1.05,4.3,1
MET-113,DMA-A,2025-06-20 01:00:00,3074.182,7.304,3.3,1
MET-113,DMA-A,2025-06-24 01:00:00,1195.686,4.111,4.3,1
MET-113,DMA-A,2025-06-24 17:00:00,2600.194,9.66,6.44,1
MET-113,DMA-A,2025-06-25 21:00:00,1163.711,0.28,5.12,1
MET-113,DMA-A,2025-07-18 07:00:00,1430.66,5.43,4.77,1
MET-113,DMA-A,2025-07-28 01:00:00,1564.223,6.16,5.49,1
MET-113,DMA-A,2025-08-05 11:00:00,1459.744,5.757,5.26,1
MET-113,DMA-A,2025-08-07 23:00:00,1033.289,3.838,46.9,1
MET-113,DMA-A,2025-08-08 10:00:00,1959.592,7.691,4.54,1
MET-113,DMA-A,2025-08-12 07:00:00,1958.386,6.1,5.78,1
MET-113,DMA-A,2025-08-18 16:00:00,1461.107,6.1,6.81,1
MET-113,DMA-A,2025-08-27 21:00:00,2591.252,10.149,6.23,1
MET-113,DMA-A,2025-08-29 23:00:00,128.658,0.509,2.54,1
MET-113,DMA-A,2025-09-03 01:00:00,397.102,1.574,5.4,1
MET-113,DMA-A,2025-09-22 18:00:00,666.359,2.71,3.82,1
MET-113,DMA-A,2025-09-27 15:00:00,2714.175,11.256,6.01,1
MET-113,DMA-A,2025-10-02 19:00:00,1815.096,7.204,6.01,1
MET-113,DMA-A,2025-10-05 16:00:00,1135.056,10.7,4.15,1
MET-113,DMA-A,2025-10-25 22:00:00,1474.334,5.72,3.05,1
MET-113,DMA-A,2025-11-06 18:00:00,2350.433,8.812,3.2,1
MET-113,DMA-A,2025-12-08 09:00:00,186.142,0.73,3.79,1
MET-113,DMA-A,2025-12-08 16:00:00,990.154,4.02,3.38,1
MET-113,DMA-A,2025-12-13 19:00:00,1674.672,6.925,0.0,1
MET-113,DMA-A,2025-12-21 21:00:00,483.102,2.02,6.78,1
MET-113,DMA-A,2025-12-25 19:00:00,2717.329,11.155,6.34,1
MET-113,DMA-A,2026-01-01 02:00:00,1301.03,4.76,6.34,1
MET-113,DMA-A,2026-01-17 09:00:00,2421514.267,8.905,2.91,1
MET-113,DMA-A,2026-01-18 08:00:00,183.192,0.74,2.62,1
MET-113,DMA-A,2026-01-26 13:00:00,748.13,3.035,6.96,1
MET-113,DMA-A,2026-02-01 23:00:00,895.051,3.588,3.48,1
MET-113,DMA-A,2026-02-04 07:00:00,584.704,2.22,3.69,1
MET-113,DMA-A,2026-02-19 07:00:00,2037.909,7.65,6.23,1
MET-113,DMA-A,2026-02-20 04:00:00,721.716,2.92,4.67,1
MET-113,DMA-A,2026-02-21 01:00:00,1198.392,4.5,4.03,1
MET-113,DMA-A,2026-02-21 18:00:00,883.554,3.124,5.25,1
MET-113,DMA-A,2026-03-11 00:00:00,665.447,2.6,2.79,1
MET-114,DMA-A,2024-01-15 00:00:00,1622.953,5.797,2.73,1
MET-114,DMA-A,2024-01-18 15:00:00,3576.03,14.208,4.75,1
MET-114,DMA-A,2024-02-18 03:00:00,3155.564,11.968,2.92,1
MET-114,DMA-A,2024-02-21 09:00:00,1904.261,7.31,4.39,1
MET-114,DMA-A,2024-03-03 16:00:00,3185.017,12.683,5.56,1
MET-114,DMA-A,2024-03-09 14:00:00,1261.697,4.79,5.56,1
MET-114,DMA-A,2024-03-16 02:00:00,1205.41,4.58,6.99,1
MET-114,DMA-A,2024-03-23 07:00:00,3854.872,14.615,6.75,1
MET-114,DMA-A,2024-04-05 21:00:00,4005.735,15.929,5.51,1
MET-114,DMA-A,2024-04-10 10:00:00,2098.362,8.197,2.78,1
MET-114,DMA-A,2024-04-16 01:00:00,4558.555,17.385,3.86,1
MET-114,DMA-A,2024-05-03 22:00:00,2468.923,9.56,5.98,1
MET-114,DMA-A,2024-05-08 14:00:00,4086.901,9.56,3.19,1
MET-114,DMA-A,2024-05-13 09:00:00,2480.288,10.311,4.69,1
MET-114,DMA-A,2024-05-21 22:00:00,865.438,3.076,4.54,1
MET-114,DMA-A,2024-06-01 02:00:00,140.876,0.506,4.54,1
MET-114,DMA-A,2024-06-06 05:00:00,1084.314,4.278,5.26,1
MET-114,DMA-A,2024-06-08 21:00:00,1078.0,4.08,5.53,1
MET-114,DMA-A,2024-06-17 05:00:00,1818.568,7.17,64.6,1
MET-114,DMA-A,2024-07-03 05:00:00,3934.288,14.201,64.6,1
MET-114,DMA-A,2024-07-15 16:00:00,564.535,2.0,4.46,1
MET-114,DMA-A,2024-07-16 18:00:00,715.46,2.85,5.81,1
MET-114,DMA-A,2024-07-31 03:00:00,3208.399,12.34,4.91,1
MET-114,DMA-A,2024-08-19 00:00:00,719.498,2.58,3.44,1
MET-114,DMA-A,2024-09-02 19:00:00,2404.112,9.125,4.92,1
MET-114,DMA-A,2024-09-04 19:00:00,2433.126,9.82,3.07,1
MET-114,DMA-A,2024-09-06 22:00:00,2871.406,11.608,3.07,1
MET-114,DMA-A,2024-09-08 10:00:00,1194.433,8.703,6.8,1
MET-114,DMA-A,2024-09-13 02:00:00,731.699,2.84,4.91,1
MET-114,DMA-A,2024-09-13 19:00:00,3181.069,12.575,6.11,1
MET-114,DMA-A,2024-09-20 03:00:00,3480.555,12.41,3.07,1
MET-114,DMA-A,2024-09-26 19:00:00,4184.332,16.85,4.14,1
MET-114,DMA-A,2024-10-03 00:00:00,3790.239,14.36,6.79,1
MET-114,DMA-A,2024-10-22 05:00:00,1258.448,4.91,6.11,1
MET-114,DMA-A,2024-10-24 00:00:00,524.089,1.89,3.73,1
MET-114,DMA-A,2024-10-24 01:00:00,1966.283,7.97,3.08,1
MET-114,DMA-A,2024-10-27 16:00:00,2337.72,9.41,3.33,1
MET-114,DMA-A,2024-11-04 16:00:00,1329.757,4.8,6.8,1
MET-114,DMA-A,2024-11-17 06:00:00,412.57,1.47,3.71,1
MET-114,DMA-A,2024-11-19 04:00:00,3407.501,12.34,3.71,1
MET-114,DMA-A,2024-11-24 11:00:00,3606.114,14.371,6.02,1
MET-114,DMA-A,2024-12-21 06:00:00,1499.33,5.525,6.02,1
MET-114,DMA-A,2024-12-27 07:00:00,1294.664,4.83,6.02,1
MET-114,DMA-A,2024-12-29 15:00:00,4941.855,18.3,4.69,1
MET-114,DMA-A,2025-01-03 11:00:00,1211.334,4.854,5.9,1
MET-114,DMA-A,2025-01-15 16:00:00,849.879,3.41,6.69,1
MET-114,DMA-A,2025-01-21 14:00:00,510.462,1.96,6.19,1
MET-114,DMA-A,2025-01-24 13:00:00,854.599,3.25,6.19,1
MET-114,DMA-A,2025-02-07 16:00:00,3241.71,12.04,4.83,1
MET-114,DMA-A,2025-02-25 00:00:00,2586.543,10.36,4.8,1
MET-114,DMA-A,2025-03-09 06:00:00,1461.026,5.574,5.68,1
MET-114,DMA-A,2025-03-09 08:00:00,310.078,5.619,2.73,1
MET-114,DMA-A,2025-03-11 21:00:00,3571.036,12.442,3.39,1
MET-114,DMA-A,2025-03-21 20:00:00,241.042,0.98,6.99,1
MET-114,DMA-A,2025-03-27 05:00:00,4532.133,0.982,5.33,1
MET-114,DMA-A,2025-03-29 03:00:00,1192.55,8.84,3.99,1
MET-114,DMA-A,2025-03-29 23:00:00,3791.811,14.484,4.13,1
MET-114,DMA-A,2025-04-24 07:00:00,1572.264,6.25,3.67,1
MET-114,DMA-A,2025-05-03 00:00:00,1904.585,7.005,3.95,1
MET-114,DMA-A,2025-05-24 00:00:00,663.991,2.574,3.15,1
MET-114,DMA-A,2025-06-15 03:00:00,1467.716,6.12,2.81,1
MET-114,DMA-A,2025-06-23 00:00:00,1275.263,4.65,3.72,1
MET-114,DMA-A,2025-06-23 20:00:00,2112.505,8.25,6.19,1
MET-114,DMA-A,2025-07-07 09:00:00,5266.438,7.262,4.44,1
MET-114,DMA-A,2025-07-08 11:00:00,891.539,3.14,5.28,1
MET-114,DMA-A,2025-07-14 07:00:00,3793.208,15.44,4.76,1
MET-114,DMA-A,2025-08-01 08:00:00,4552.351,17.63,6.33,1
MET-114,DMA-A,2025-08-16 11:00:00,3725.466,13.21,3.63,1
MET-114,DMA-A,2025-08-27 17:00:00,2392.08,9.423,3.77,1
MET-114,DMA-A,2025-08-28 05:00:00,2393.508,8.905,2.96,1
MET-114,DMA-A,2025-09-14 00:00:00,1503.624,5.55,2.58,1
MET-114,DMA-A,2025-09-26 01:00:00,3693.893,13.167,5.36,1
MET-114,DMA-A,2025-10-06 15:00:00,1720.425,6.21,6.05,1
MET-114,DMA-A,2025-10-22 21:00:00,2038.486,6.179,5.32,1
MET-114,DMA-A,2025-11-05 22:00:00,3593.467,12.625,4.69,1
MET-114,DMA-A,2025-11-06 17:00:00,2887.971,11.711,5.67,1
MET-114,DMA-A,2025-11-27 16:00:00,3865.584,14.008,6.59,1
MET-114,DMA-A,2025-12-10 02:00:00,3995.441,0.703,5.37,1
MET-114,DMA-A,2025-12-16 09:00:00,2430.88,0.693,2.85,1
MET-114,DMA-A,2025-12-17 02:00:00,2380.028,9.373,6.24,1
MET-114,DMA-A,2025-12-21 08:00:00,2568.859,10.17,4.81,1
MET-114,DMA-A,2025-12-24 02:00:00,1373.577,4.98,3.5,1
MET-114,DMA-A,2026-01-11 08:00:00,469.093,1.73,4.5,1
MET-114,DMA-A,2026-02-02 07:00:00,1881.841,7.33,6.02,1
MET-114,DMA-A,2026-02-12 00:00:00,885.862,3.38,6.55,1
MET-114,DMA-A,2026-02-16 13:00:00,3376.828,12.04,5.04,1
MET-114,DMA-A,2026-02-22 15:00:00,2419.898,9.51,6.76,1
MET-114,DMA-A,2026-02-22 23:00:00,1680.707,6.238,3.92,1
MET-114,DMA-A,2026-02-26 22:00:00,935.894,3.323,5.26,1
MET-114,DMA-A,2026-03-01 16:00:00,4313.3,16.533,3.07,1
MET-114,DMA-A,2026-03-08 10:00:00,3550.329,13.13,4.98,1
MET-114,DMA-A,2026-03-11 00:00:00,3379.156,12.43,5.54,1
MET-115,DMA-A,2024-01-02 11:00:00,559.777,2.23,4.95,1
MET-115,DMA-A,2024-02-04 11:00:00,2074.741,7.46,4.18,1
MET-115,DMA-A,2024-02-18 01:00:00,348.134,1.23,5.04,1
MET-115,DMA-A,2024-02-21 21:00:00,1557.495,5.688,5.04,1
MET-115,DMA-A,2024-03-10 00:00:00,2794.984,10.87,5.04,1
MET-115,DMA-A,2024-03-12 18:00:00,760.713,3.08,6.65,1
MET-115,DMA-A,2024-03-18 10:00:00,473.454,1.79,5.92,1
MET-115,DMA-A,2024-04-10 14:00:00,471.362,1.96,6.27,1
MET-115,DMA-A,2024-04-23 14:00:00,2706.349,9.82,3.74,1
MET-115,DMA-A,2024-04-25 04:00:00,2797.019,10.288,6.98,1
MET-115,DMA-A,2024-05-10 14:00:00,1848.925,7.24,3.05,1
MET-115,DMA-A,2024-05-14 12:00:00,1118.194,4.39,6.76,1
MET-115,DMA-A,2024-05-18 21:00:00,1184.781,4.42,68.0,1
MET-115,DMA-A,2024-05-21 13:00:00,2467.689,8.895,5.56,1
MET-115,DMA-A,2024-05-27 03:00:00,2518.651,9.721,49.0,1
MET-115,DMA-A,2024-06-04 15:00:00,1708.435,7.01,4.02,1
MET-115,DMA-A,2024-06-09 23:00:00,405.388,1.61,3.66,1
MET-115,DMA-A,2024-07-12 19:00:00,49.468,0.18,6.84,1
MET-115,DMA-A,2024-07-14 20:00:00,49.195,3.808,4.18,1
MET-115,DMA-A,2024-07-23 07:00:00,2333.592,9.059,3.02,1
MET-115,DMA-A,2024-07-26 03:00:00,1586.292,6.328,4.04,1
MET-115,DMA-A,2024-08-01 03:00:00,2590.41,10.45,5.36,1
MET-115,DMA-A,2024-08-09 18:00:00,2639.628,9.065,4.28,1
MET-115,DMA-A,2024-08-14 01:00:00,1542.686,5.76,4.6,1
MET-115,DMA-A,2024-08-14 14:00:00,839.967,3.089,3.14,1
MET-115,DMA-A,2024-08-24 18:00:00,2049.949,8.323,2.76,1
MET-115,DMA-A,2024-08-29 00:00:00,509.163,2.02,6.12,1
MET-115,DMA-A,2024-08-29 16:00:00,1711.691,6.884,3.69,1
MET-115,DMA-A,2024-09-21 00:00:00,2585.647,10.02,5.02,1
MET-115,DMA-A,2024-09-23 00:00:00,534.237,2.07,4.56,1
MET-115,DMA-A,2024-10-08 18:00:00,880.05,3.07,5.37,1
MET-115,DMA-A,2024-10-15 01:00:00,175.544,0.679,6.77,1
MET-115,DMA-A,2024-10-15 15:00:00,2830.001,11.41,6.56,1
MET-115,DMA-A,2024-10-19 11:00:00,2127.818,7.831,5.97,1
MET-115,DMA-A,2024-10-25 22:00:00,1036.056,3.98,6.46,1
MET-115,DMA-A,2024-11-09 04:00:00,3257.994,3.52,3.36,1
MET-115,DMA-A,2024-11-13 20:00:00,1752.47,6.38,2.74,1
MET-115,DMA-A,2024-11-28 14:00:00,1209.901,4.81,3.0,1
MET-115,DMA-A,2024-12-02 06:00:00,1936.424,7.63,4.84,1
MET-115,DMA-A,2024-12-03 15:00:00,552.358,2.18,0.0,1
MET-115,DMA-A,2024-12-15 00:00:00,2310.198,8.29,4.15,1
MET-115,DMA-A,2024-12-29 02:00:00,1467.377,5.818,5.37,1
MET-115,DMA-A,2025-01-06 01:00:00,1858.022,7.08,5.25,1
MET-115,DMA-A,2025-01-16 03:00:00,113.488,0.43,6.58,1
MET-115,DMA-A,2025-01-25 00:00:00,1237.07,4.661,3.05,1
MET-115,DMA-A,2025-02-11 09:00:00,2899.54,11.231,6.41,1
MET-115,DMA-A,2025-02-17 20:00:00,840.109,3.383,4.3,1
MET-115,DMA-A,2025-02-18 03:00:00,1109.919,4.259,6.48,1
MET-115,DMA-A,2025-02-19 06:00:00,1329.923,5.4,4.79,1
MET-115,DMA-A,2025-02-21 11:00:00,2108.859,7.97,6.38,1
MET-115,DMA-A,2025-02-21 21:00:00,656.544,2.47,2.72,1
MET-115,DMA-A,2025-03-15 03:00:00,651.0,3.828,4.32,1
MET-115,DMA-A,2025-03-19 17:00:00,2078.801,8.28,4.32,1
MET-115,DMA-A,2025-03-21 04:00:00,1427.779,5.631,4.78,1
MET-115,DMA-A,2025-03-22 20:00:00,2510.051,9.66,2.69,1
MET-115,DMA-A,2025-04-03 23:00:00,296.699,1.141,4.42,1
MET-115,DMA-A,2025-04-11 21:00:00,441.075,1.688,4.28,1
MET-115,DMA-A,2025-04-23 12:00:00,226.624,0.932,6.86,1
MET-115,DMA-A,2025-05-01 07:00:00,415.887,1.56,4.32,1
MET-115,DMA-A,2025-05-14 17:00:00,1578.139,6.07,3.4,1
MET-115,DMA-A,2025-05-14 21:00:00,2731.376,10.88,3.17,1
MET-115,DMA-A,2025-05-17 09:00:00,1396.454,5.57,6.81,1
MET-115,DMA-A,2025-05-21 00:00:00,2509146.221,9.211,5.54,1
MET-115,DMA-A,2025-05-21 05:00:00,1710.188,6.267,4.48,1
MET-115,DMA-A,2025-05-21 16:00:00,2682.691,10.774,6.94,1
MET-115,DMA-A,2025-05-21 21:00:00,2043.116,8.011,6.37,1
MET-115,DMA-A,2025-06-02 23:00:00,2537.54,10.62,5.22,1
MET-115,DMA-A,2025-06-03 18:00:00,2904.91,10.726,4.79,1
MET-115,DMA-A,2025-06-21 22:00:00,1795.096,6.504,5.75,1
MET-115,DMA-A,2025-06-23 20:00:00,239.753,0.95,4.03,1
MET-115,DMA-A,2025-07-05 13:00:00,1930.677,7.161,4.73,1
MET-115,DMA-A,2025-07-15 23:00:00,1244.841,5.151,5.98,1
MET-115,DMA-A,2025-07-17 07:00:00,997.038,3.517,6.02,1
MET-115,DMA-A,2025-08-11 12:00:00,2506.129,3.482,6.46,1
MET-115,DMA-A,2025-08-18 08:00:00,1310.495,5.12,4.39,1
MET-115,DMA-A,2025-08-31 15:00:00,1867.527,7.58,4.18,1
MET-115,DMA-A,2025-09-02 06:00:00,2802.732,10.15,3.82,1
MET-115,DMA-A,2025-09-05 19:00:00,2620.105,9.84,3.82,1
MET-115,DMA-A,2025-09-10 03:00:00,427.073,1.74,6.4,1
MET-115,DMA-A,2025-09-12 12:00:00,422.393,6.82,4.28,1
MET-115,DMA-A,2025-09-13 16:00:00,2368.777,8.623,6.87,1
MET-115,DMA-A,2025-09-17 11:00:00,2085.37,8.24,5.98,1
MET-115,DMA-A,2025-09-21 07:00:00,958.584,3.52,5.36,1
MET-115,DMA-A,2025-09-24 22:00:00,671.164,2.585,5.29,1
MET-115,DMA-A,2025-10-05 03:00:00,697.47,1.025,6.94,1
MET-115,DMA-A,2025-10-15 14:00:00,1812.502,6.64,4.04,1
MET-115,DMA-A,2025-10-19 00:00:00,1780.719,3.382,4.36,1
MET-115,DMA-A,2025-10-29 00:00:00,2199.104,8.87,2.54,1
MET-115,DMA-A,2025-10-31 18:00:00,1435.414,5.562,4.13,1
MET-115,DMA-A,2025-11-14 09:00:00,2011.059,8.019,5.26,1
MET-115,DMA-A,2025-11-15 18:00:00,2422.13,9.847,3.45,1
MET-115,DMA-A,2025-11-18 15:00:00,885.841,3.293,5.1,1
MET-115,DMA-A,2025-12-02 12:00:00,891.466,5.02,4.0,1
MET-115,DMA-A,2025-12-28 15:00:00,1367.937,5.58,3.03,1
MET-115,DMA-A,2026-01-06 09:00:00,503.227,2.044,3.59,1
MET-115,DMA-A,2026-01-07 08:00:00,553.618,2.16,6.99,1
MET-115,DMA-A,2026-01-09 07:00:00,1171.661,4.11,6.31,1
MET-115,DMA-A,2026-01-14 05:00:00,2563.797,10.33,4.74,1
MET-115,DMA-A,2026-01-15 23:00:00,1437.834,10.33,6.62,1
