Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_Outlier,Pressure_Outlier,Customer_Type,Join_Date,Is_Active,NTP_Offset_Sec,Asset_Valid,Negative_Flow,Negative_Energy,Direction_Flag,Flow_calibrated,Energy_calibrated,Is_Billable,Flow_std,Flow_same,Pressure_same,Energy_same,Sensor_Stuck,Sensor_Reliable,Meter_Capacity_SCMH,Capacity_Exceeded,Reading_Plausible,Pressure_Direction_Flag,Pressure_Imputed,DMA_Zone,Cal_Verified,Pressure_Violation,Month,Hour,Date,Season,Zone,CustomerType_Code,Season_Code,Zone_Code,Hour_bucket,Pressure_Drop,Flow_Change,Pressure_Drop_Flag,Leak_Alarm,Flow_Anomaly_Int,Leak_Propensity_Score,High_Leak_Risk,Energy_MMBtu,Peak_Window,Read_Success,Estimated_Read,Night_Flow_Anomaly,Reverse_Flow_Flag,Flow_Anomaly_Flag,outage_flag,prev_flag,event_type,Outage_Type,AMI_Reading,Billed_Reading,Billing_Gap,Billing_Discrepancy,Flow_Predicted,Segment,Pipe_Material,Time_Since_Last_Read_Hr,Read_SLA_Breach,Repair_SLA_Breach,CO2_kg,CO2_Tonnes
R10457,MET-119,2024-08-19 04:00:00,3.62,360.0,1.28,SCMH,C723,Unknown,MAINTENANCE,Read manually. Meter OK.,21.1,101.325,1.002,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,360.72,1.283,False,353.242,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,8,4,2024-08-19,Monsoon,Zone_B,0,2,1,2024-08-19 04:00:00,-1.7999999999999998,-1099.94,True,0,0,0.5,True,12.9921,False,False,True,True,False,True,1,0.0,OUTAGE_START,Scheduled Maintenance,1.283,1.238,0.045,False,382.36,High_Consumption,Steel,146.0,True,True,689.491,0.689491
R9697,MET-119,2024-08-30 23:59:00,3.76,1207.0,4.41,SCMH,C723,No,MAINTENANCE,Read manually. Meter OK.,22.8,103.0,0.995,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,-60,True,False,False,Forward,1200.965,4.388,False,1188.642,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,8,23,2024-08-30,Monsoon,Zone_B,0,2,1,2024-08-30 23:00:00,0.13999999999999968,840.2449999999999,False,0,0,0.0,False,43.2552,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,4.388,4.361,0.027,False,1099.1,High_Consumption,Steel,283.98333333333335,True,True,2295.553,2.295553
R13407,MET-119,2024-09-04 09:50:00,3.21,295.0,1.12,SCMH,C723,Unknown,NORMAL,Contact: [MISC. PHONE REDACTED] for followup,17.2,101.325,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,-600,True,False,False,Forward,295.0,1.12,True,292.765,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,9,9,2024-09-04,PostMonsoon,Zone_B,0,3,1,2024-09-04 09:00:00,-0.5499999999999998,-905.9649999999999,True,0,0,0.5,True,10.625,False,True,False,False,False,False,1,1.0,,Pressure Drop,1.12,1.12,0.0,False,325.94,High_Consumption,Steel,105.85,True,False,563.869,0.563869
R14783,MET-119,2024-09-06 08:00:00,2.73,295.0,2.79,SCMH,C723,No,NORMAL,Night flow anomaly recorded.,25.9,100.0,1.002,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,295.59,2.796,True,281.092,True,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,9,8,2024-09-06,PostMonsoon,Zone_B,0,3,1,2024-09-06 08:00:00,-0.48,0.589999999999975,True,0,0,0.5,True,10.6463,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.796,2.708,0.088,False,882.61,High_Consumption,Steel,46.166666666666664,True,False,564.999,0.564999
R13206,MET-119,2024-09-10 18:00:00,3.1,467.0,1.81,SCMH,C723,No,NORMAL,Contact: [MISC. PHONE REDACTED] for followup,23.4,101.325,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,467.0,1.81,True,453.772,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,9,18,2024-09-10,PostMonsoon,Zone_B,0,3,1,2024-09-10 18:00:00,0.3700000000000001,171.41000000000003,False,0,0,0.0,False,16.82,False,True,False,False,False,False,1,1.0,,Pressure Drop,1.81,1.76,0.05,False,492.35,High_Consumption,Steel,106.0,True,False,892.637,0.892637
R14184,MET-119,2024-09-14 02:00:30,2.89,467.0,0.65,SCMH,C723,No,SHUTDOWN,Pressure drop observed at peak hours.,17.0,101.0,1.002,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,30,True,False,False,Forward,467.934,0.651,False,463.218,True,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,9,2,2024-09-14,PostMonsoon,Zone_B,0,3,1,2024-09-14 02:00:00,-0.20999999999999996,0.9340000000000259,False,0,0,0.0,False,16.8536,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,0.651,0.642,0.009,False,346.19,High_Consumption,Steel,80.00833333333334,True,True,894.421,0.894421
R11009,MET-119,2024-09-14 03:02:00,3.15,271.0,1.05,SCMH,C723,No,SHUTDOWN,Customer C795 complained about billing.,25.8,101.325,1.01,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,120,True,False,False,Forward,273.71,1.06,False,263.822,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,9,3,2024-09-14,PostMonsoon,Zone_B,0,3,1,2024-09-14 03:00:00,0.2599999999999998,-194.22400000000005,False,0,0,0.0,False,9.8582,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,1.06,1.054,0.006,False,351.26,High_Consumption,Steel,1.025,False,False,523.175,0.523175
R9417,MET-119,2024-09-15 13:00:00,4.38,886.0,3.46,SCMH,C723,Yes,NORMAL,Email: [EMAIL REDACTED] flagged issue,22.6,101.325,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,886.0,3.46,True,863.232,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,9,13,2024-09-15,PostMonsoon,Zone_B,0,3,1,2024-09-15 13:00:00,1.23,612.29,False,1,0,0.2,False,31.9111,False,True,False,False,False,False,1,1.0,,Leak Shutdown,3.46,3.39,0.07,False,954.61,High_Consumption,Steel,33.96666666666667,True,False,1693.522,1.693522
R14725,MET-119,2024-09-17 09:00:00,3.33,1286.0,5.01,SCMH,C723,No,NORMAL,Odorant alarm triggered. Cleared.,19.2,101.325,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1286.0,5.01,True,1267.525,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,9,9,2024-09-17,PostMonsoon,Zone_B,0,3,1,2024-09-17 09:00:00,-1.0499999999999998,400.0,True,0,0,0.5,True,46.3179,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.01,4.858,0.152,False,1311.04,High_Consumption,Steel,44.0,True,False,2458.091,2.458091
R9320,MET-119,2024-09-21 06:00:00,2.51,99.0,0.37,SCMH,C723,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,23.3,99.5,1.002,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,99.198,0.371,True,94.684,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,9,6,2024-09-21,PostMonsoon,Zone_B,0,3,1,2024-09-21 06:00:00,-0.8200000000000003,-1186.802,True,0,0,0.5,True,3.5728,False,True,False,False,False,False,1,1.0,,Pressure Drop,0.371,0.36,0.011,False,118.32,High_Consumption,Steel,93.0,True,False,189.608,0.189608
R12030,MET-119,2024-09-28 08:00:00,4.78,463.0,1.82,SCMH,C723,Unknown,NORMAL,Pressure drop observed at peak hours.,17.7,100.0,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,463.0,1.82,True,452.704,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,9,8,2024-09-28,PostMonsoon,Zone_B,0,3,1,2024-09-28 08:00:00,2.2700000000000005,363.802,False,0,0,0.0,False,16.6759,False,True,False,False,False,False,1,1.0,,Pressure Drop,1.82,1.792,0.028,False,514.94,High_Consumption,Steel,170.0,True,False,884.99,0.88499
R9302,MET-119,2024-10-01 00:00:00,6.05,1315.0,4.77,SCMH,C723,Unknown,NORMAL,Night flow anomaly recorded.,15.9,102.5,1.01,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1328.15,4.818,True,1339.368,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,10,0,2024-10-01,PostMonsoon,Zone_B,0,3,1,2024-10-01 00:00:00,1.2699999999999996,865.1500000000001,False,0,0,0.0,False,47.836,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,4.818,4.578,0.24,False,1348.31,High_Consumption,Steel,64.0,True,False,2538.657,2.538657
R10383,MET-119,2024-10-10 08:00:00,3.14,903.0,3.52,SCMH,C723,No,NORMAL,Reverse flow detected briefly.,23.7,99.5,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,903.0,3.52,True,860.748,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,10,8,2024-10-10,PostMonsoon,Zone_B,0,3,1,2024-10-10 08:00:00,-2.9099999999999997,-425.1500000000001,True,0,0,0.5,True,32.5234,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,3.52,3.453,0.067,False,1026.42,High_Consumption,Steel,224.0,True,False,1726.017,1.726017
R12812,MET-119,2024-10-19 19:00:00,4.46,1692.0,6.55,SCMH,C723,No,NORMAL,Read manually. Meter OK.,18.6,101.325,1.0,v1.0,13.0228,80.1934,True,False,domestic,2024-01-09,False,0,True,True,False,Reverse,1692.0,6.55,True,1671.122,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,10,19,2024-10-19,PostMonsoon,Zone_B,0,3,1,2024-10-19 19:00:00,1.3199999999999998,789.0,False,0,1,0.3,False,60.9408,False,True,False,False,True,True,1,1.0,,Pressure Drop,6.55,6.339,0.211,False,1809.67,High_Consumption,Steel,227.0,True,False,3234.128,3.234128
R11663,MET-119,2024-10-21 02:59:30,6.75,193.0,0.74,SCMH,C723,No,NORMAL,Reverse flow detected briefly.,20.9,101.325,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,-30,True,False,False,Forward,193.0,0.74,True,189.128,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,10,2,2024-10-21,PostMonsoon,Zone_B,0,3,1,2024-10-21 02:00:00,2.29,-1499.0,False,0,0,0.0,False,6.9513,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,0.74,0.732,0.008,False,458.54,High_Consumption,Steel,31.991666666666667,True,False,368.905,0.368905
R12522,MET-119,2024-10-26 04:00:00,3.63,607.0,2.29,SCMH,C723,No,NORMAL,"Leak near coords 13.1812,80.1441. Reported.",16.4,101.325,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,607.0,2.29,True,604.065,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,10,4,2024-10-26,PostMonsoon,Zone_B,0,3,1,2024-10-26 04:00:00,-3.12,414.0,True,0,0,0.5,True,21.8623,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,2.29,2.186,0.104,False,620.66,High_Consumption,Steel,121.00833333333334,True,False,1160.232,1.160232
R12604,MET-119,2024-11-08 06:00:00,2.74,653.0,2.5,SCMH,C723,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,19.3,99.5,1.01,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,659.53,2.525,True,638.128,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,11,6,2024-11-08,PostMonsoon,Zone_B,0,3,1,2024-11-08 06:00:00,-0.8899999999999997,52.52999999999997,True,0,0,0.5,True,23.7543,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.525,2.473,0.052,False,671.82,High_Consumption,Steel,314.0,True,False,1260.641,1.260641
R12670,MET-119,2024-11-17 05:00:00,2.51,1157.0,4.35,SCMH,C723,No,NORMAL,Read manually. Meter OK.,24.5,101.325,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1157.0,4.35,True,1120.072,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,11,5,2024-11-17,PostMonsoon,Zone_B,0,3,1,2024-11-17 05:00:00,-0.23000000000000043,497.47,False,0,0,0.0,False,41.6717,False,True,False,True,False,True,1,1.0,,Pressure Drop,4.35,4.237,0.113,False,1136.95,High_Consumption,Steel,215.0,True,False,2211.517,2.211517
R12976,MET-119,2024-11-21 03:00:00,3.97,1172.0,4.16,SCMH,C723,No,NORMAL,,22.7,101.325,0.995,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1166.14,4.139,True,1135.789,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,11,3,2024-11-21,PostMonsoon,Zone_B,0,3,1,2024-11-21 03:00:00,1.4600000000000004,9.1400000000001,False,0,0,0.0,False,42.0009,False,True,False,True,False,True,1,1.0,,Pressure Drop,4.139,4.065,0.074,False,1130.9,High_Consumption,Steel,94.0,True,False,2228.988,2.228988
R14742,MET-119,2024-11-27 23:00:00,4.44,563.0,2.15,SCMH,C723,Yes,SHUTDOWN,High consumption flagged for audit.,23.1,101.325,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,563.0,2.15,False,547.607,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,11,23,2024-11-27,PostMonsoon,Zone_B,0,3,1,2024-11-27 23:00:00,0.4700000000000002,-603.1400000000001,False,1,0,0.2,False,20.2776,False,False,True,False,False,False,1,1.0,,Leak Shutdown,2.15,2.049,0.101,False,601.68,High_Consumption,Steel,164.0,True,True,1076.132,1.076132
R11869,MET-119,2024-12-05 01:00:00,4.59,1029.0,3.86,SCMH,C723,Unknown,NORMAL,High consumption flagged for audit.,20.4,101.325,0.998,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1026.942,3.852,True,1008.051,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,12,1,2024-12-05,Winter,Zone_B,0,0,1,2024-12-05 01:00:00,0.14999999999999947,463.942,False,0,0,0.0,False,36.9874,False,True,False,True,False,True,1,1.0,,Pressure Drop,3.852,3.771,0.081,False,1013.37,High_Consumption,Steel,170.0,True,False,1962.921,1.962921
R10967,MET-119,2024-12-24 03:00:00,5.29,1031.0,3.7,SCMH,C723,Unknown,MAINTENANCE,Maintenance done by technician ID [TECH-ID REDACTED].,16.8,101.0,1.0,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1031.0,3.7,False,1021.313,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,12,3,2024-12-24,Winter,Zone_B,0,0,1,2024-12-24 03:00:00,0.7000000000000002,4.057999999999993,False,0,0,0.0,False,37.1336,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,3.7,3.619,0.081,False,1021.28,High_Consumption,Steel,458.0,True,True,1970.68,1.97068
R14079,MET-119,2024-12-27 14:00:00,4.11,1367.0,5.13,SCMH,C723,No,MAINTENANCE,Customer C884 complained about billing.,17.7,101.325,1.0,v1.2,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1367.0,5.13,False,1354.31,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,12,14,2024-12-27,Winter,Zone_B,0,0,1,2024-12-27 14:00:00,-1.1799999999999997,336.0,True,0,0,0.5,True,49.2353,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,5.13,5.017,0.113,False,1362.56,High_Consumption,Steel,83.0,True,True,2612.917,2.612917
R14974,MET-119,2024-12-28 12:00:00,4.11,1478.0,5.62,SCMH,C723,No,NORMAL,Calibration check passed.,23.2,101.325,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1478.0,5.62,True,1437.104,False,False,False,False,True,10,True,False,Forward,True,DMA-B,False,True,12,12,2024-12-28,Winter,Zone_B,0,0,1,2024-12-28 12:00:00,0.0,111.0,False,0,0,0.0,False,53.2332,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.62,5.509,0.111,False,1504.64,High_Consumption,Steel,22.0,True,False,2825.086,2.825086
R10282,MET-119,2025-01-01 04:00:00,6.27,877.0,3.32,SCMH,C723,No,NORMAL,Customer called at [MISC. PHONE REDACTED],18.4,99.5,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,877.0,3.32,True,851.161,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,1,4,2025-01-01,Winter,Zone_B,0,0,1,2025-01-01 04:00:00,2.1599999999999993,-601.0,False,0,0,0.0,False,31.5869,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,3.32,3.266,0.054,False,888.5,High_Consumption,Steel,88.0,True,False,1676.317,1.676317
R13014,MET-119,2025-01-11 10:01:00,5.86,160.0,3.32,SCMH,C723,No,NORMAL,Night flow anomaly recorded.,24.4,101.325,0.998,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,60,True,False,False,Forward,159.68,3.313,True,154.635,False,False,True,False,True,10,True,False,Forward,False,DMA-B,True,True,1,10,2025-01-11,Winter,Zone_B,0,0,1,2025-01-11 10:00:00,-0.40999999999999925,-717.3199999999999,True,0,0,0.5,True,5.7512,False,True,False,False,False,False,0,0.0,,Unknown,3.313,3.281,0.032,False,901.95,High_Consumption,Steel,246.01666666666668,True,False,305.216,0.305216
R9921,MET-119,2025-01-16 09:00:00,3.3,1625.0,5.68,SCMH,C723,No,NORMAL,Read manually. Meter OK.,15.4,101.325,1.01,v1.2,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1641.25,5.737,True,1638.975,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,1,9,2025-01-16,Winter,Zone_B,0,0,1,2025-01-16 09:00:00,-2.5600000000000005,1481.57,True,0,0,0.5,True,59.113,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,5.737,5.528,0.209,False,1516.35,High_Consumption,Steel,118.98333333333333,True,False,3137.127,3.137127
R10168,MET-119,2025-02-05 23:01:00,3.86,1625.0,7.32,SCMH,C723,Yes,NORMAL,Email: [EMAIL REDACTED] flagged issue,24.5,101.0,1.0,v1.2,13.0228,80.1934,False,False,domestic,2024-01-09,False,60,True,False,False,Forward,1625.0,7.32,True,1568.09,True,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,2,23,2025-02-05,Winter,Zone_B,0,0,1,2025-02-05 23:00:00,0.56,-16.25,False,1,0,0.2,False,58.5277,False,True,False,False,False,False,1,1.0,,Leak Shutdown,7.32,7.256,0.064,False,1806.68,High_Consumption,Steel,494.01666666666665,True,False,3106.065,3.106065
R9242,MET-119,2025-02-15 10:00:00,5.23,626.0,2.44,SCMH,C723,No,NORMAL,Inspection done. No issues.,14.7,102.5,1.005,v1.2,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,629.13,2.452,True,637.089,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,2,10,2025-02-15,Winter,Zone_B,0,0,1,2025-02-15 10:00:00,1.3700000000000006,-995.87,False,0,0,0.0,False,22.6594,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,2.452,2.39,0.062,False,638.32,High_Consumption,Steel,226.98333333333332,True,False,1202.534,1.202534
R9808,MET-119,2025-02-18 00:00:00,2.96,1200.0,4.29,SCMH,C723,No,NORMAL,Reverse flow detected briefly.,14.3,101.325,1.005,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1206.0,4.311,True,1208.937,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,2,0,2025-02-18,Winter,Zone_B,0,0,1,2025-02-18 00:00:00,-2.2700000000000005,576.87,True,0,0,0.5,True,43.4366,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,4.311,4.112,0.199,False,1205.1,High_Consumption,Steel,62.0,True,False,2305.18,2.30518
R11653,MET-119,2025-03-02 01:00:00,4.94,1208.0,4.79,SCMH,C723,No,MAINTENANCE,Odorant alarm triggered. Cleared.,25.1,101.325,1.01,v1.1,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1220.08,4.838,False,1178.763,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,3,1,2025-03-02,Summer,Zone_B,0,1,1,2025-03-02 01:00:00,1.9800000000000004,14.079999999999927,False,0,0,0.0,False,43.9437,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,4.838,4.61,0.228,False,1297.59,High_Consumption,Steel,289.0,True,True,2332.092,2.332092
R12467,MET-119,2025-03-06 08:00:00,5.77,557.0,2.15,SCMH,C723,No,NORMAL,,16.2,101.325,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,557.0,2.15,True,554.69,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,3,8,2025-03-06,Summer,Zone_B,0,1,1,2025-03-06 08:00:00,0.8299999999999992,-663.0799999999999,False,0,0,0.0,False,20.0615,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,2.15,2.078,0.072,False,607.43,High_Consumption,Steel,103.0,True,False,1064.664,1.064664
R9663,MET-119,2025-03-16 16:59:30,4.23,1600.0,5.73,SCMH,C723,No,NORMAL,Customer C754 complained about billing.,25.4,101.0,1.005,v1.2,13.0228,80.1934,False,False,domestic,2024-01-09,False,-30,True,False,False,Forward,1608.0,5.759,True,1547.007,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,3,16,2025-03-16,Summer,Zone_B,0,1,1,2025-03-16 16:00:00,-1.5399999999999991,1051.0,True,0,0,0.5,True,57.9154,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,5.759,5.697,0.062,False,1557.47,High_Consumption,Steel,248.99166666666667,True,False,3073.57,3.07357
R11815,MET-119,2025-04-04 18:00:30,2.58,526.0,2.08,SCMH,C723,No,SHUTDOWN,Contact: [MISC. PHONE REDACTED] for followup,19.2,102.5,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,30,True,False,False,Forward,526.0,2.08,False,524.455,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,4,18,2025-04-04,Summer,Zone_B,0,1,1,2025-04-04 18:00:00,-1.6500000000000004,-1082.0,True,0,0,0.5,True,18.945,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,2.08,2.05,0.03,False,577.63,High_Consumption,Steel,457.01666666666665,True,True,1005.411,1.005411
R14116,MET-119,2025-04-19 23:59:30,5.7,224.0,0.9,SCMH,C723,Unknown,NORMAL,Inspection done. No issues.,17.5,103.0,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,-30,True,False,False,Forward,224.0,0.9,True,225.744,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,4,23,2025-04-19,Summer,Zone_B,0,1,1,2025-04-19 23:00:00,3.12,-302.0,False,0,0,0.0,False,8.0678,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,0.9,0.89,0.01,False,375.67,High_Consumption,Steel,365.98333333333335,True,False,428.158,0.428158
R10121,MET-119,2025-05-20 02:00:00,2.6,1478.0,5.86,SCMH,C723,No,NORMAL,,17.6,101.325,1.01,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1492.78,5.919,True,1479.431,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,5,2,2025-05-20,Summer,Zone_B,0,1,1,2025-05-20 02:00:00,-3.1,1268.78,True,0,0,0.5,True,53.7655,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,5.919,5.776,0.143,False,1451.81,High_Consumption,Steel,722.0083333333333,True,False,2853.335,2.853335
R9083,MET-119,2025-06-05 09:00:00,4.76,907.0,3.62,SCMH,C723,No,MAINTENANCE,Email: [EMAIL REDACTED] flagged issue,20.7,101.0,1.0,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,907.0,3.62,False,886.554,False,False,False,False,True,10,True,False,Forward,False,DMA-B,False,True,6,9,2025-06-05,Monsoon,Zone_B,0,2,1,2025-06-05 09:00:00,2.1599999999999997,-585.78,False,0,0,0.0,False,32.6675,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,3.62,3.519,0.101,False,967.35,High_Consumption,Steel,391.0,True,True,1733.664,1.733664
R11625,MET-119,2025-06-11 15:00:00,3.75,887.0,3.48,SCMH,C723,No,NORMAL,Customer C835 complained about billing.,23.7,102.5,1.01,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,895.87,3.515,True,879.698,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,6,15,2025-06-11,Monsoon,Zone_B,0,2,1,2025-06-11 15:00:00,-1.0099999999999998,-11.129999999999995,True,0,0,0.5,True,32.2666,False,True,False,False,False,False,1,1.0,,Pressure Drop,3.515,3.365,0.15,False,976.68,High_Consumption,Steel,150.0,True,False,1712.388,1.712388
R13871,MET-119,2025-06-19 16:00:00,2.86,1543.0,5.83,SCMH,C723,No,NORMAL,Inspection done. No issues.,15.8,99.5,0.99,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1527.57,5.772,True,1495.903,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,6,16,2025-06-19,Monsoon,Zone_B,0,2,1,2025-06-19 16:00:00,-0.8900000000000001,631.6999999999999,True,0,0,0.5,True,55.0186,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.772,5.578,0.194,False,1531.55,High_Consumption,Steel,193.0,True,False,2919.837,2.919837
R13801,MET-119,2025-06-20 00:00:00,2.5,1366.0,4.88,SCMH,C723,Yes,MAINTENANCE,Customer C855 complained about billing.,22.2,101.325,1.01,v1.0,13.0228,80.1934,False,False,domestic,2024-01-09,False,0,True,False,False,Forward,1379.66,4.929,False,1346.027,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,6,0,2025-06-20,Monsoon,Zone_B,0,2,1,2025-06-20 00:00:00,-0.3599999999999999,-147.90999999999985,True,1,0,0.7,True,49.6913,False,False,True,True,False,True,1,1.0,,Leak Shutdown,4.929,4.79,0.139,False,1306.77,High_Consumption,Steel,8.0,True,True,2637.117,2.637117
R11462,MET-119,2025-06-25 02:00:00,4.41,697000.0,2.59,SCMH,C723,Yes,NORMAL,Read manually. Meter OK.,24.7,102.5,1.002,v1.0,13.0228,80.1934,True,False,domestic,2024-01-09,False,0,True,False,False,Forward,698394.0,2.595,True,683484.66,False,False,False,False,True,10,True,False,Forward,False,DMA-B,True,True,6,2,2025-06-25,Monsoon,Zone_B,0,2,1,2025-06-25 02:00:00,1.9100000000000001,697014.34,False,1,1,0.5,True,25154.0885,False,True,False,True,False,True,1,1.0,,Leak Shutdown,2.595,2.477,0.118,False,735.67,High_Consumption,Steel,122.0,True,False,1334927.477,1334.927477
