Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_calibrated,Energy_calibrated,Flow_std,Hour,Date,Month,Hour_bucket,Season,DMA_Zone,Flow_Change,Pressure_Drop,Pressure_Violation,Is_Billable,outage_flag,prev_flag,event_type,Sensor_Reliable,Read_Success,Estimated_Read,Energy_MMBtu,CO2_kg,CO2_Tonnes,Zone
R11063,MET-135,2024-04-29 02:00:00,4.51,601.0,2.26,SCMH,C771,No,,Email: user904@citygas.com flagged issue,24.3,101.325,1.0,v1.1,13.2363,80.3584,601.0,2.26,592.3118171121197,2,2024-04-29,4,2024-04-29 02:00:00,Summer,DMA-C,18.0,-0.5600000000000005,False,True,1,0.0,OUTAGE_START,False,False,True,21.6462,1148.764,1.148764,Zone_C
R15041,MET-144,2024-04-29 05:00:00,2.7,2513.0,9.76,SCMH,C755,False,,"Leak near coords 13.2373,80.1118. Reported.",25.3,103.0,1.01,v1.1,13.2137,80.2534,2538.13,9.8576,2534.2694596810056,5,2024-04-29,4,2024-04-29 05:00:00,Summer,DMA-C,2323.13,-2.37,False,True,1,0.0,OUTAGE_START,False,False,True,91.4159,4851.442,4.851442,Zone_C
R12868,MET-139,2024-04-29 06:00:00,,604.0,2.28,SCMH,C878,false,SHUTDOWN,Maintenance done by technician ID T214.,15.9,102.5,0.995,v1.2,13.1237,80.0602,600.98,2.2685999999999997,616.5725659829949,6,2024-04-29,4,2024-04-29 06:00:00,Summer,DMA-C,-1049.02,0.0,False,False,1,1.0,,False,False,True,21.6455,1148.727,1.148727,Zone_C
R9380,MET-144,2024-04-29 07:00:00,6.89,1665.0,5.98,SCMH,C755,nO,,High consumption flagged for audit.,23.9,102.5,1.0,v1.0,13.2137,80.2534,1665.0,5.98,1662.1944681547184,7,2024-04-29,4,2024-04-29 07:00:00,Summer,DMA-C,-873.1300000000001,4.1899999999999995,False,True,0,1.0,OUTAGE_END,False,False,True,59.9684,3182.523,3.182523,Zone_C
R13960,MET-122,2024-04-29 07:00:00,4.29,857.0,3.31,SCMH,C829,0,,,22.0,101.325,0.995,v1.1,12.9058,80.2993,852.715,3.29345,846.9368194138574,7,2024-04-29,4,2024-04-29 07:00:00,Summer,DMA-B,-738.215,-2.0,False,True,1,0.0,OUTAGE_START,False,False,True,30.7123,1629.902,1.629902,Zone_B
R11317,MET-124,2024-04-29 07:00:00,4.67,1609.0,6.42,SCMH,C706,FALSE,MAINT,Calibration check passed.,22.9,100.0,1.0,v1.1,12.9965,80.0754,1609.0,6.42,1572.4044520223574,7,2024-04-29,4,2024-04-29 07:00:00,Summer,DMA-B,584.8599999999999,-0.45999999999999996,False,False,1,0.0,OUTAGE_START,False,False,True,57.9514,3075.481,3.075481,Zone_B
R14850,MET-121,2024-04-29 08:00:00,3.72,1050.0,4.05,SCMH,C759,false,MAINT,High consumption flagged for audit.,24.2,102.5,1.0,v1.0,13.0947,80.3952,1050.0,4.05,1047.173173045843,8,2024-04-29,4,2024-04-29 08:00:00,Summer,DMA-B,-907.0,-0.22999999999999998,False,False,1,1.0,,False,False,True,37.8179,2006.996,2.006996,Zone_B
R11982,MET-111,2024-04-29 14:00:00,4.87,625.0,2.44,SCMH,C873,False,,Maintenance done by technician ID T816.,15.4,101.325,1.0,v1.0,12.8582,80.3589,625.0,2.44,634.9636111592445,14,2024-04-29,4,2024-04-29 14:00:00,Summer,DMA-A,-126.0,1.2600000000000002,False,True,1,1.0,,False,False,True,22.5107,1194.643,1.194643,Zone_A
R10775,MET-107,2024-04-29 19:00:00,,51.0,0.19,SCMH,C757,False,,Contact: +91-7024448-24448 for followup,16.1,101.325,1.002,v1.1,12.8732,80.1064,51.102,0.19038,51.79101573033707,19,2024-04-29,4,2024-04-29 19:00:00,Summer,DMA-A,-54.898,0.0,False,True,0,0.0,,False,False,True,1.8405,97.675,0.097675,Zone_A
R10693,MET-104,2024-04-30 01:00:00,6.39,737.0,2.74,SCMH,C889,no,,Night flow anomaly recorded.,22.6,101.0,0.995,v1.2,13.0895,80.1927,733.3149999999999,2.7263,724.5368442857413,1,2024-04-30,4,2024-04-30 01:00:00,Summer,DMA-A,-836.795,2.5199999999999996,False,True,0,1.0,OUTAGE_END,False,False,True,26.4118,1401.674,1.401674,Zone_B
R12245,MET-159,2024-04-30 04:00:00,5.47,3551.0,13.52,SCMH,C731,False,SHUTDOWN,Read manually. Meter OK.,25.3,101.325,1.0,v1.1,12.8681,80.407,3551.0,13.52,3487.9398559222645,4,2024-04-30,4,2024-04-30 04:00:00,Summer,DMA-D,2570.29,0.040000000000000036,False,False,1,0.0,OUTAGE_START,False,False,True,127.8965,6787.467,6.787467,Zone_A
R10774,MET-155,2024-04-30 12:00:00,2.98,435.0,1.7,SCMH,C711,n,,,23.4,101.325,1.01,v1.0,13.0892,80.3034,439.35,1.7169999999999999,434.3127718765807,12,2024-04-30,4,2024-04-30 12:00:00,Summer,DMA-D,-301.12799999999993,-1.3299999999999996,False,True,1,1.0,,False,False,True,15.8241,839.785,0.839785,Zone_B
R10455,MET-136,2024-04-30 12:00:00,-3.8,294.0,1.05,SCMH,C701,0,SHUTDOWN,"Leak near coords 13.1189,80.214. Reported.",17.5,100.0,1.0,v1.1,13.1734,80.2475,294.0,1.05,292.6511865044313,12,2024-04-30,4,2024-04-30 12:00:00,Summer,DMA-C,-145.18499999999995,-9.98,False,False,1,0.0,OUTAGE_START,False,False,True,10.589,561.958,0.561958,Zone_C
R11400,MET-110,2024-04-30 12:00:00,3.44,573.0,2.28,SCMH,C726,False,,Maintenance done by technician ID T530.,21.0,101.325,1.005,v1.0,13.1332,80.4448,575.8649999999999,2.2913999999999994,573.9072743498214,12,2024-04-30,4,2024-04-30 12:00:00,Summer,DMA-A,-313.1350000000001,-1.1199999999999997,False,True,1,1.0,,False,False,True,20.741,1100.725,1.100725,Zone_C
R9927,MET-107,2024-05-01 02:00:00,4.77,519.0,2.06,SCMH,c757,false,MAINT,Contact: +91-7011875-11875 for followup,24.2,102.5,1.0,v1.1,12.8732,80.1064,519.0,2.06,517.6027398198023,2,2024-05-01,5,2024-05-01 02:00:00,Summer,DMA-A,467.898,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,18.6928,992.027,0.992027,Zone_A
R14077,MET-144,2024-05-01 05:00:00,5.21,,4.34,SCMH,C755,NO,,,21.9,101.0,1.0,v1.2,13.2137,80.2534,1665.0,4.34,1662.1944681547184,5,2024-05-01,5,2024-05-01 05:00:00,Summer,DMA-C,0.0,-1.6799999999999997,False,True,0,0.0,,False,False,True,59.9684,3182.523,3.182523,Zone_C
R10960,MET-104,2024-05-01 05:00:00,2.6,1336.0,5.0,SCMH,C889,y,,Email: user457@citygas.com flagged issue,14.8,101.325,1.0,v1.1,13.0895,80.1927,1336.0,5.0,1360.1264108352143,5,2024-05-01,5,2024-05-01 05:00:00,Summer,DMA-A,602.6850000000001,-3.7899999999999996,False,True,1,0.0,OUTAGE_START,False,False,True,48.1188,2553.665,2.553665,Zone_B
R13199,MET-128,2024-05-01 06:00:00,5.12,219.0,0.82,SCMH,C866,n,,Odorant alarm triggered. Cleared.,16.4,99.5,1.005,v1.1,13.0557,80.305,220.09499999999997,0.8240999999999998,218.81796469188703,6,2024-05-01,5,2024-05-01 06:00:00,Summer,DMA-B,-1082.36,1.98,False,True,0,1.0,OUTAGE_END,False,False,True,7.9272,420.697,0.420697,Zone_B
R11143,MET-121,2024-05-01 07:00:00,2.71,615.0,2.41,SCMH,C759,0,,Customer C795 complained about billing.,19.5,101.325,0.99,v1.1,13.0947,80.3952,608.85,2.3859,609.890235776525,7,2024-05-01,5,2024-05-01 07:00:00,Summer,DMA-B,-441.15,-1.0100000000000002,False,True,1,1.0,,False,False,True,21.929,1163.772,1.163772,Zone_B
R9514,MET-156,2024-05-01 08:00:00,2.99,,4.76,SCMH,c886,NO,,High consumption flagged for audit.,18.5,100.0,1.005,v1.2,13.2187,80.3986,813.045,4.783799999999999,792.4538414885449,8,2024-05-01,5,2024-05-01 08:00:00,Summer,DMA-D,0.0,-2.8999999999999995,False,True,1,0.0,OUTAGE_START,False,False,True,29.2835,1554.075,1.554075,Zone_C
R12041,MET-139,2024-05-01 11:00:00,4.42,775.0,2.87,SCMH,C878,N,,Read manually. Meter OK.,22.3,101.325,0.998,v1.0,13.1237,80.0602,773.45,2.8642600000000003,767.4288965984092,11,2024-05-01,5,2024-05-01 11:00:00,Summer,DMA-C,172.47000000000003,0.0,False,True,1,1.0,,False,False,True,27.8574,1478.392,1.478392,Zone_C
R12130,MET-155,2024-05-01 12:00:00,5.66,939.0,3.46,SCMH,C711 ,N,,Contact: +91-7021216-21216 for followup,16.7,101.325,1.0,v1.0,13.0892,80.3034,939.0,3.46,949.6907020872866,12,2024-05-01,5,2024-05-01 12:00:00,Summer,DMA-D,499.65,2.68,False,True,0,1.0,OUTAGE_END,False,False,True,33.82,1794.827,1.794827,Zone_B
R10889,MET-147,2024-05-01 13:00:00,6.51,53.0,0.19,SCMH,C726,0,MAINT,"Leak near coords 12.8887,80.2362. Reported.",18.3,103.0,0.998,v1.0,12.9747,80.2142,52.894,0.18962,54.08201472198635,13,2024-05-01,5,2024-05-01 13:00:00,Summer,DMA-D,-1740.106,-0.14000000000000057,False,False,0,0.0,,False,False,True,1.9051,101.104,0.101104,Zone_B
R9425,MET-126,2024-05-01 18:00:00,2.59,1755.0,6.27,SCMH,C750,0,MAINT,Pressure drop observed at peak hours.,17.6,101.325,1.0,v1.1,13.1641,80.1801,1755.0,6.27,1769.486672398968,18,2024-05-01,5,2024-05-01 18:00:00,Summer,DMA-B,-3147.4799999999996,-0.45999999999999996,False,False,1,1.0,,False,False,True,63.2099,3354.549,3.354549,Zone_C
R12877,MET-157,2024-05-01 20:00:00,6.88,546.0,1.96,SCMH,C817,n,,Reverse flow detected briefly.,19.6,101.325,0.995,v1.0,12.8854,80.3715,543.27,1.9502,544.0122988898377,20,2024-05-01,5,2024-05-01 20:00:00,Summer,DMA-D,8.341999999999985,1.3399999999999999,False,True,0,0.0,,False,False,True,19.567,1038.421,1.038421,Zone_A
R10721,MET-160,2024-05-02 01:00:00,4.77,1331.0,5.1,SCMH,C796,NO,,Email: user893@citygas.com flagged issue,23.7,99.5,1.0,v1.1,12.9801,80.2657,1331.0,5.1,1290.7358392324109,1,2024-05-02,5,2024-05-02 01:00:00,Summer,DMA-D,1237.814,8.76,False,True,1,1.0,,False,False,True,47.9387,2544.107,2.544107,Zone_B
R10261,MET-106,2024-05-02 03:00:00,6.13,1838.0,0.46,SCMH,C762,FALSE,,Contact: +91-7011261-11261 for followup,21.3,101.325,1.0,v1.1,12.9124,80.2671,1838.0,0.46,1829.8852097130243,3,2024-05-02,5,2024-05-02 03:00:00,Summer,DMA-A,555.0,2.4899999999999998,False,True,0,1.0,OUTAGE_END,False,False,True,66.1993,3513.197,3.513197,Zone_B
R9112,MET-159,2024-05-02 03:00:00,5.44,1952.0,7.36,SCMH,C731,N,,Inspection done. No issues.,18.7,101.325,1.0,v1.0,12.8681,80.407,1952.0,7.36,1960.6948775055682,3,2024-05-02,5,2024-05-02 03:00:00,Summer,DMA-D,-1599.0,-0.02999999999999936,False,True,0,1.0,OUTAGE_END,False,False,True,70.3053,3731.102,3.731102,Zone_A
R12666,MET-141,2024-05-02 05:00:00,4.11,4004.0,14.869,SCMH,C787,0,SHUTDOWN,Pressure drop observed at peak hours.,17.8,101.325,0.998,v1.1,12.8988,80.0626,3995.992,14.839262,4026.2074404536866,5,2024-05-02,5,2024-05-02 05:00:00,Summer,DMA-C,2077.3720000000003,1.0700000000000003,False,False,1,1.0,,False,False,True,143.9238,7638.036,7.638036,Zone_A
R13742,MET-157,2024-05-02 09:00:00,6.39,242.0,0.92,SCMH,C817,No,,,17.1,101.0,1.0,v1.0,12.8854,80.3715,242.0,0.92,243.63394497499007,9,2024-05-02,5,2024-05-02 09:00:00,Summer,DMA-D,-301.27,-0.4900000000000002,False,True,0,0.0,,False,False,True,8.7161,462.563,0.462563,Zone_A
R9417,MET-109,2024-05-02 09:00:00,3.93,1136.0,4.22,SCMH,C888,False,MAINT,Pressure drop observed at peak hours.,19.9,102.5,1.0,v1.1,13.0904,80.0798,1136.0,4.22,1149.5655942148214,9,2024-05-02,5,2024-05-02 09:00:00,Summer,DMA-A,684.904,-46.77,False,False,1,0.0,OUTAGE_START,False,False,True,40.9154,2171.38,2.17138,Zone_B
R11439,MET-142,2024-05-02 09:00:00,4.8,4414.0,17.7,SCMH,C771,N,,Inspection done. No issues.,21.7,101.325,0.99,v1.0,13.0481,80.3046,4369.86,17.523,4344.66494488723,9,2024-05-02,5,2024-05-02 09:00:00,Summer,DMA-C,-515.1400000000003,1.4099999999999997,False,True,1,1.0,,False,False,True,157.3894,8352.655,8.352655,Zone_B
R12644,MET-113,2024-05-02 21:00:00,4.39,2886.0,10.2,SCMH,C839,False,,Calibration check passed.,21.4,103.0,1.0,v1.0,13.183,80.0522,2886.0,10.2,2919.764409973889,21,2024-05-02,5,2024-05-02 21:00:00,Summer,DMA-A,1976.19,0.22999999999999954,False,True,1,1.0,,False,False,True,103.9452,5516.372,5.516372,Zone_C
R11349,MET-158,2024-05-03 00:00:00,4.57,1587.0,6.314,SCMH,C837,no,MAINT,,18.9,101.325,1.0,v1.2,12.9284,80.1246,1587.0,6.314,1592.9774011299435,0,2024-05-03,5,2024-05-03 00:00:00,Summer,DMA-D,426.326,-0.3700000000000001,False,False,1,1.0,,False,False,True,57.1591,3033.433,3.033433,Zone_B
R12970,MET-132,2024-05-03 02:00:00,4.23,1249.0,4.74,SCMH,C756,0,MAINT,Pressure drop observed at peak hours.,18.4,101.325,0.995,v1.0,12.9182,80.3353,1242.7549999999999,4.7163,1249.575126907906,2,2024-05-03,5,2024-05-03 02:00:00,Summer,DMA-C,911.7549999999999,-0.40999999999999925,False,False,1,1.0,,False,False,True,44.7604,2375.434,2.375434,Zone_B
R12263,MET-153,2024-05-03 04:00:00,,533.0,2.09,SCMH,C854,NO,,Reverse flow detected briefly.,19.2,102.5,1.0,v1.0,13.2258,80.4219,533.0,2.09,540.6562930009256,4,2024-05-03,5,2024-05-03 04:00:00,Summer,DMA-D,-478.0,0.0,False,True,0,1.0,OUTAGE_END,False,False,True,19.1971,1018.79,1.01879,Zone_C
R10045,MET-120,2024-05-03 06:00:00,3.97,2459.0,8.91,SCMH,C755,N,SHUTDOWN,Maintenance done by technician ID T145.,17.1,102.5,0.99,v1.0,12.9665,80.0963,2434.41,8.8209,2487.2454577621706,6,2024-05-03,5,2024-05-03 06:00:00,Summer,DMA-B,68.40999999999985,-1.9199999999999995,False,False,1,0.0,OUTAGE_START,False,False,True,87.6803,4653.194,4.653194,Zone_B
R10402,MET-134,2024-05-03 07:00:00,4.61,4151.0,14.8,SCMH,C850,false,,Email: user905@citygas.com flagged issue,18.3,102.5,1.0,v1.0,13.2296,80.2745,4151.0,14.8,4223.629603753017,7,2024-05-03,5,2024-05-03 07:00:00,Summer,DMA-C,3000.275,0.0,False,True,1,1.0,,False,False,True,149.5068,7934.326,7.934326,Zone_C
R9056,MET-124,2024-05-03 07:00:00,6.06,78.0,0.28,SCMH,C706,False,,Odorant alarm triggered. Cleared.,25.2,101.325,0.99,v1.0,12.9965,80.0754,77.22,0.2772,75.87411764705882,7,2024-05-03,5,2024-05-03 07:00:00,Summer,DMA-B,-1531.78,1.3899999999999997,False,True,0,1.0,OUTAGE_END,False,False,True,2.7812,147.598,0.147598,Zone_B
R14909,MET-156,2024-05-03 07:00:00,4.6,1041.0,4.09,SCMH,C886,N,MAINT,Night flow anomaly recorded.,22.7,101.325,1.0,v1.0,13.2187,80.3986,1041.0,4.09,1031.4995774885922,7,2024-05-03,5,2024-05-03 07:00:00,Summer,DMA-D,227.95500000000004,1.6099999999999994,False,False,1,1.0,,False,False,True,37.4937,1989.791,1.989791,Zone_C
R13853,MET-130,2024-05-03 08:00:00,5.94,1286.0,5.05,SCMH,C839,false,,Calibration check passed.,24.1,101.325,1.002,v1.0,12.8686,80.2389,1288.572,5.0601,1270.7985931034482,8,2024-05-03,5,2024-05-03 08:00:00,Summer,DMA-B,883.6619999999999,3.3100000000000005,False,True,0,1.0,OUTAGE_END,False,False,True,46.4106,2463.011,2.463011,Zone_A
R14426,MET-141,2024-05-03 09:00:00,4.64,637.0,2.48,SCMH,C787,no,SHUTDOWN,Read manually. Meter OK.,24.1,100.0,0.998,v1.2,12.8988,80.0626,635.726,2.47504,618.7588112679412,9,2024-05-03,5,2024-05-03 09:00:00,Summer,DMA-C,-3360.266,0.5299999999999994,False,False,1,1.0,,False,False,True,22.897,1215.144,1.215144,Zone_A
R9773,MET-159,2024-05-03 11:00:00,5.38,2613.0,9.97,SCMH,C731,false,SHUTDOWN,Reverse flow detected briefly.,19.2,101.325,1.0,v1.2,12.8681,80.407,2613.0,9.97,2620.1503335043612,11,2024-05-03,5,2024-05-03 11:00:00,Summer,DMA-D,661.0,-0.0600000000000005,False,False,1,0.0,OUTAGE_START,False,False,True,94.1125,4994.55,4.99455,Zone_A
R11493,MET-144,2024-05-03 16:00:00,3.91,547.0,2.16,SCMH,C755,False,,Read manually. Meter OK.,17.3,102.5,1.0,v1.1,13.2137,80.2534,547.0,2.16,558.4870367781823,16,2024-05-03,5,2024-05-03 16:00:00,Summer,DMA-C,-1118.0,-1.2999999999999998,False,True,1,0.0,OUTAGE_START,False,False,True,19.7013,1045.548,1.045548,Zone_C
R11419,MET-102,2024-05-03 17:00:00,6.49,2823.0,10.14,SCMH,C728,no,MAINT,Customer C755 complained about billing.,16.1,101.325,1.0,v1.0,13.2303,80.1585,2823.0,10.14,2861.0629213483144,17,2024-05-03,5,2024-05-03 17:00:00,Summer,DMA-A,2229.0,2.81,False,False,0,1.0,OUTAGE_END,False,False,True,101.6761,5395.951,5.395951,Zone_C
R11751,MET-126,2024-05-03 19:00:00,56.5,4362.0,16.74,SCMH,C750,false,,Customer called at +91-9873362-73362,16.8,103.0,1.0,v1.0,13.1641,80.1801,4362.0,16.74,4483.04459445712,19,2024-05-03,5,2024-05-03 19:00:00,Summer,DMA-B,2607.0,53.91,False,True,0,1.0,OUTAGE_END,False,False,True,157.1064,8337.637,8.337637,Zone_C
R13032,MET-114,2024-05-03 23:00:00,5.98,2519.0,9.56,SCMH,C722,FALSE,,,17.0,100.0,1.0,v1.0,12.9349,80.3762,2519.0,9.56,2511.764272450857,23,2024-05-03,5,2024-05-03 23:00:00,Summer,DMA-A,-2096.75,2.1200000000000006,False,True,0,1.0,OUTAGE_END,False,False,True,90.7269,4814.877,4.814877,Zone_B
R12686,MET-160,2024-05-04 00:00:00,2.53,522.0,1.94,SCMH,C796,false,,Inspection done. No issues.,24.0,101.325,0.998,v1.0,12.9801,80.2657,520.956,1.9361199999999998,513.9432993437658,0,2024-05-04,5,2024-05-04 00:00:00,Summer,DMA-D,-810.044,-2.2399999999999998,False,True,1,1.0,,False,False,True,18.7633,995.768,0.995768,Zone_B
R11766,MET-152,2024-05-04 02:00:00,6.3,1521.0,5.42,SCMH,C788,YES,,Night flow anomaly recorded.,15.2,99.5,0.99,v1.1,13.1601,80.1145,1505.79,5.3658,1503.2832544902806,2,2024-05-04,5,2024-05-04 02:00:00,Summer,DMA-D,943.79,-0.5300000000000002,False,True,0,0.0,,False,False,True,54.2341,2878.204,2.878204,Zone_C
R15142,MET-149,2024-05-04 03:00:00,5.87,4422.0,15.52,SCMH,C797,nO,MAINT,Pressure drop observed at peak hours.,15.1,101.325,0.99,v1.1,13.0687,80.1415,4377.78,15.364799999999999,4452.198463139635,3,2024-05-04,5,2024-05-04 03:00:00,Summer,DMA-D,3295.7799999999997,2.67,False,False,0,1.0,OUTAGE_END,False,False,True,157.6747,8367.796,8.367796,Zone_B
R11608,MET-155,2024-05-04 04:00:00,6.25,688.0,2.4,SCMH,C711,0,,Email: user950@citygas.com flagged issue,17.7,101.325,0.995,v1.1,13.0892,80.3034,684.56,2.388,689.9734020973009,4,2024-05-04,5,2024-05-04 04:00:00,Summer,DMA-D,-254.44000000000005,0.5899999999999999,False,True,0,0.0,,False,False,True,24.6558,1308.483,1.308483,Zone_B
R11809,MET-110,2024-05-04 06:00:00,5.68,1253.0,4.58,SCMH,C726,false,MAINT,"Leak near coords 13.0709,80.192. Reported.",20.3,103.0,1.005,v1.0,13.1332,80.4448,1259.2649999999999,4.6029,1278.7732111374685,6,2024-05-04,5,2024-05-04 06:00:00,Summer,DMA-A,683.4,2.2399999999999998,False,False,0,1.0,OUTAGE_END,False,False,True,45.355,2406.99,2.40699,Zone_C
R14133,MET-153,2024-05-04 10:00:00,4.98,2509.0,,SCMH,C854,False,,"Leak near coords 13.2216,80.3093. Reported.",21.9,103.0,1.005,v1.1,13.2258,80.4219,2521.5449999999996,2.09,2546.722439296003,10,2024-05-04,5,2024-05-04 10:00:00,Summer,DMA-D,1988.5449999999996,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,90.8186,4819.743,4.819743,Zone_C
R14750,MET-122,2024-05-04 11:00:00,5.53,289.0,1.09,SCMH,C829,nO,,Read manually. Meter OK.,21.6,103.0,0.995,v1.1,12.9058,80.2993,287.555,1.0845500000000001,290.72181449065357,11,2024-05-04,5,2024-05-04 11:00:00,Summer,DMA-B,-565.1600000000001,1.2400000000000002,False,True,0,1.0,OUTAGE_END,False,False,True,10.3569,549.641,0.549641,Zone_B
R14385,MET-144,2024-05-04 19:00:00,3.33,2087.0,8.27,SCMH,C755,0,,Inspection done. No issues.,17.3,102.5,1.0,v1.0,13.2137,80.2534,2087.0,8.27,2130.8271403218764,19,2024-05-04,5,2024-05-04 19:00:00,Summer,DMA-C,1540.0,-0.5800000000000001,False,True,1,1.0,,False,False,True,75.1676,3989.145,3.989145,Zone_C
R13316,MET-134,2024-05-04 20:00:00,5.91,3668.0,12.91,SCMH,C850,N,,"Leak near coords 13.0762,80.1322. Reported.",19.6,100.0,0.998,v1.1,13.2296,80.2745,3660.664,12.88418,3617.730827761873,20,2024-05-04,5,2024-05-04 20:00:00,Summer,DMA-C,-490.3359999999998,1.2999999999999998,False,True,0,1.0,OUTAGE_END,False,False,True,131.8463,6997.083,6.997083,Zone_C
R10082,MET-104,2024-05-04 21:00:00,0.0,811.0,3.24,SCMH,C889,FALSE,,,21.3,101.325,1.0,v1.0,13.0895,80.1927,811.0,3.24,807.4194260485651,21,2024-05-04,5,2024-05-04 21:00:00,Summer,DMA-A,-525.0,-2.6,False,True,1,1.0,,False,False,True,29.2098,1550.164,1.550164,Zone_B
R9138,MET-107,2024-05-04 22:00:00,2.52,681.0,,SCMH,C757,No,MAINT,Pressure drop observed at peak hours.,24.7,101.325,1.002,v1.1,12.8732,80.1064,682.362,2.06,671.5944948799731,22,2024-05-04,5,2024-05-04 22:00:00,Summer,DMA-A,163.36199999999997,-2.2499999999999996,False,False,1,1.0,,False,False,True,24.5767,1304.285,1.304285,Zone_A
R11953,MET-141,2024-05-05 01:00:00,3.92,849.0,3.02,SCMH,C787,False,MAINT,"Leak near coords 13.2216,80.3093. Reported.",17.9,102.5,1.0,v1.0,12.8988,80.0626,849.0,3.02,865.0420877165566,1,2024-05-05,5,2024-05-05 01:00:00,Summer,DMA-C,213.274,-0.7199999999999998,False,False,1,1.0,,False,False,True,30.5785,1622.801,1.622801,Zone_A
R15028,MET-110,2024-05-05 01:00:00,4.43,1052.0,3.74,SCMH,C726,no,,Odorant alarm triggered. Cleared.,14.9,99.5,1.0,v1.0,13.1332,80.4448,1052.0,3.74,1051.3425150088872,1,2024-05-05,5,2024-05-05 01:00:00,Summer,DMA-A,-207.26499999999987,-1.25,False,True,1,0.0,OUTAGE_START,False,False,True,37.8899,2010.817,2.010817,Zone_C
R11714,MET-119,2024-05-05 02:00:00,4.27,1942.0,7.54,SCMH,C723,nO,,Calibration check passed.,21.7,101.325,0.998,v1.1,13.0228,80.1934,1938.116,7.52492,1926.9415139901646,2,2024-05-05,5,2024-05-05 02:00:00,Summer,DMA-B,137.11599999999999,-1.1300000000000008,False,True,1,0.0,OUTAGE_START,False,False,True,69.8052,3704.562,3.704562,Zone_B
R11509,MET-106,2024-05-05 10:00:00,6.1,1182.0,4.44,SCMH,c762,False,,Odorant alarm triggered. Cleared.,20.0,103.0,0.99,v1.1,12.9124,80.2671,1170.18,4.3956,1189.524204293116,10,2024-05-05,5,2024-05-05 10:00:00,Summer,DMA-A,-667.8199999999999,-0.03000000000000025,False,True,0,0.0,,False,False,True,42.1464,2236.709,2.236709,Zone_B
R12072,MET-131,2024-05-05 11:00:00,3.74,1041.0,3.66,SCMH,C807,n,,"Leak near coords 12.9315,80.1827. Reported.",22.5,99.5,0.995,v1.0,13.093,80.0978,1035.795,3.6417,1008.5380637176388,11,2024-05-05,5,2024-05-05 11:00:00,Summer,DMA-C,-80.92499999999995,-0.09999999999999964,False,True,1,1.0,,False,False,True,37.3063,1979.845,1.979845,Zone_B
R15184,MET-152,2024-05-05 12:00:00,5.75,1670.0,6.306,SCMH,C788,N,,Calibration check passed.,19.8,101.0,1.0,v1.0,13.1601,80.1145,1670.0,6.306,1665.7799433155003,12,2024-05-05,5,2024-05-05 12:00:00,Summer,DMA-D,164.21000000000004,-0.5499999999999998,False,True,0,0.0,,False,False,True,60.1485,3192.081,3.192081,Zone_C
R14520,MET-103,2024-05-05 19:00:00,3.99,945.0,3.43,SCMH,C706,nO,SHUTDOWN,,21.6,101.0,0.995,v1.0,13.1428,80.3815,940.275,3.41285,932.1713166950124,19,2024-05-05,5,2024-05-05 19:00:00,Summer,DMA-A,-422.95500000000004,-1.1399999999999997,False,False,1,0.0,OUTAGE_START,False,False,True,33.8659,1797.263,1.797263,Zone_C
R10843,MET-103,2024-05-05 23:00:00,3.8,-1300.0,4.92,SCMH,C706,n,,Maintenance done by technician ID T977.,17.3,102.5,1.005,v1.0,13.1428,80.3815,-1306.4999999999998,4.944599999999999,-1333.9365878440494,23,2024-05-05,5,2024-05-05 23:00:00,Summer,DMA-A,-2246.7749999999996,-0.1900000000000004,False,True,1,1.0,,False,False,True,-47.0563,-2497.278,-2.497278,Zone_C
R9890,MET-158,2024-05-06 00:00:00,6.7,1675.0,6.55,SCMH,C837,N,,Pressure drop observed at peak hours.,18.4,99.5,1.0,v1.0,12.9284,80.1246,1675.0,6.55,1653.8576729200722,0,2024-05-06,5,2024-05-06 00:00:00,Summer,DMA-D,88.0,2.13,False,True,0,1.0,OUTAGE_END,False,False,True,60.3286,3201.639,3.201639,Zone_B
R11502,MET-145,2024-05-06 01:00:00,,376.0,1.47,SCMH,C895,no,,Maintenance done by technician ID T714.,23.3,101.0,0.998,v1.1,12.9535,80.413,375.248,1.46706,369.880632344991,1,2024-05-06,5,2024-05-06 01:00:00,Summer,DMA-C,85.37799999999999,0.0,False,True,0,0.0,,False,False,True,13.5153,717.257,0.717257,Zone_B
R10124,MET-129,2024-05-06 03:00:00,6.62,2331.0,8.47,SCMH,C879,False,SHUTDOWN,Odorant alarm triggered. Cleared.,23.0,99.5,1.01,v1.0,13.087,80.4049,2354.31,8.5547,2288.486090842846,3,2024-05-06,5,2024-05-06 03:00:00,Summer,DMA-B,834.26,3.52,False,False,1,1.0,,False,False,True,84.7953,4500.087,4.500087,Zone_B
