Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude
R11483,MET-145,2024-08-26 07:00:00,5.08,665.0,2.47,SCMH,C895,no,,Pressure drop observed at peak hours.,19.7,103.0,1.002,v1.0,12.9535,80.413
R13933,MET-129,2024-08-26 20:00:00,0.0,2083.0,7.93,SCMH,C879,NO,MAINT,Email: user882@citygas.com flagged issue,17.0,101.325,0.998,v1.1,13.087,80.4049
R13056,MET-137,2024-08-26 20:00:00,6.67,464.0,,SCMH,C894,No,MAINT,Odorant alarm triggered. Cleared.,25.1,101.325,1.0,v1.0,12.9718,80.2591
R15164,MET-143,2024-08-27 00:00:00,,1538.0,5.79,SCMH,C739,N,,,20.9,101.325,1.01,v1.1,12.8638,80.1757
R10205,MET-157,2024-08-27 01:00:00,6.15,1190.0,4.19,SCMH,C817,FALSE,,Calibration check passed.,20.8,101.325,1.0,v1.1,12.8854,80.3715
R10375,MET-152,2024-08-27 04:00:00,4.82,,2.31,SCMH,C788,FALSE,MAINT,,20.5,99.5,1.0,v1.0,13.1601,80.1145
R12394,MET-120,2024-08-27 12:00:00,6.34,117.0,0.42,SCMH,C755,FALSE,MAINT,Contact: +91-7036902-36902 for followup,21.8,99.5,1.0,v1.0,12.9665,
R15059,MET-144,2024-08-27 13:00:00,3.36,1956.0,6.87,SCMH,C755,false,MAINT,Inspection done. No issues.,24.7,101.325,1.0,v1.1,13.2137,80.2534
R9956,MET-107,2024-08-27 15:00:00,5.95,570.0,2.26,SCMH,C757,false,,,25.8,99.5,0.99,v1.1,80.1064,12.8732
R11005,MET-103,2024-08-27 15:00:00,3.5,1695.0,5.99,SCMH,C706,False,,Calibration check passed.,24.6,103.0,0.99,v1.2,80.3815,13.1428
R9169,MET-120,2024-08-27 19:00:00,3.04,2949.0,10.5,SCMH,C755,TRUE,,,22.5,101.325,1.002,v1.1,12.9665,80.0963
R15067,MET-101,2024-08-27 21:00:00,2.6,663.0,2.42,SCMH,C863,false,,Email: user613@citygas.com flagged issue,21.6,101.0,0.995,v1.1,12.9998,80.2055
R10574,MET-148,2024-08-28 01:00:00,5.66,3825.0,-14.31,SCMH,C723,no,,Calibration check passed.,17.2,100.0,1.0,v1.2,13.058,80.3522
R9906,MET-123,2024-08-28 20:00:00,4.25,437.0,1.65,SCMH,C854,N,,"Leak near coords 13.0762,80.1322. Reported.",24.1,101.325,0.99,v1.0,12.9669,80.1824
R11755,MET-113,2024-08-28 21:00:00,6.15,2888.0,10.86,SCMH,C839,NO,,"Leak near coords 12.9511,80.216. Reported.",20.5,100.0,1.0,v1.1,13.18,80.05
R14273,MET-151,2024-08-29 00:00:00,4.45,783.0,2.9,SCMH,C791,False,MAINT,High consumption flagged for audit.,16.4,99.5,1.0,v1.2,13.2378,80.1659
R12630,MET-115,2024-08-29 00:00:00,6.12,518.0,2.0,SCMH,C851,False,,Customer called at +91-9847362-47362,17.6,99.5,1.01,v1.1,12.9227,80.3327
R15146,MET-101,2024-08-29 01:00:00,4.3,1112.0,,SCMH,C863,N,,Customer C883 complained about billing.,23.6,101.325,1.0,v1.0,12.9998,80.2055
R11899,MET-129,2024-08-29 01:00:00,4.74,2379.0,8.58,SCMH,C879,NO,,High consumption flagged for audit.,18.5,102.5,1.0,v1.0,13.087,80.4049
R9854,MET-152,2024-08-29 03:00:00,5.98,139.0,0.51,SCMH,C788,nO,MAINT,High consumption flagged for audit.,18.7,103.0,1.0,v1.0,13.1601,80.1145
R10417,MET-125,2024-08-29 05:00:00,5.77,2879.0,11.16,SCMH,C843,n,,Contact: +91-7019473-19473 for followup,19.7,101.325,1.002,v1.1,13.0324,80.1744
R13903,MET-146,2024-08-29 07:00:00,5.74,764.0,3.0,SCMH,C786,nO,MAINT,Email: user791@citygas.com flagged issue,16.4,101.325,1.0,v1.0,13.115,80.1497
R11497,MET-157,2024-08-29 08:00:00,4.35,566.0,2.23,SCMH,C817,FALSE,,Odorant alarm triggered. Cleared.,20.8,102.5,1.0,v1.2,12.8854,80.3715
R14714,MET-103,2024-08-29 08:00:00,5.48,736.0,2.65,SCMH,C706,n,,High consumption flagged for audit.,20.1,103.0,1.0,v1.1,13.1428,80.3815
R11791,MET-121,2024-08-29 09:00:00,3.85,90.0,0.34,SCMH,c759,N,,Night flow anomaly recorded.,23.6,101.0,1.0,v1.0,13.0947,80.3952
R13652,MET-157,2024-08-29 11:00:00,6.87,1296.0,4.55,SCMH,C817,False,,Night flow anomaly recorded.,24.9,100.0,1.0,v1.0,12.8854,80.3715
R14027,MET-132,2024-08-29 16:00:00,6.04,452.0,1.77,SCMH,C756,no,MAINT,Pressure drop observed at peak hours.,21.8,101.325,0.99,v1.0,12.9182,80.3353
R10675,MET-115,2024-08-29 17:00:00,3.69,1771.0,6.87,SCMH,C851,FALSE,,Read manually. Meter OK.,20.2,99.5,1.002,v1.0,12.9227,80.3327
R9942,MET-155,2024-08-30 06:00:00,4.96,1020.0,3.82,SCMH,C711,n,,Pressure drop observed at peak hours.,15.6,103.0,1.0,v1.0,13.0892,80.3034
R12070,MET-142,2024-08-30 13:00:00,2.94,898.0,3.37,SCMH,C771,0,,Night flow anomaly recorded.,17.2,101.325,1.0,v1.0,13.0481,80.3046
R9498,MET-123,2024-08-30 22:00:00,3.48,120.0,0.47,SCMH,C854,FALSE,,Contact: +91-7090217-90217 for followup,15.8,101.325,1.002,v1.1,12.9669,80.1824
R15110,MET-138,2024-08-30 23:00:00,5.35,2827.0,9.96,SCMH,C740,N,,Calibration check passed.,17.2,103.0,1.0,v1.0,12.8891,80.221
R9697,MET-119,2024-08-31 00:00:00,3.76,1207.0,4.41,SCMH,C723,no,MAINT,Read manually. Meter OK.,22.8,103.0,0.995,v1.1,13.0228,80.1934
R11445,MET-103,2024-08-31 04:00:00,6.41,1708.0,6.83,SCMH,C706,n,,Odorant alarm triggered. Cleared.,16.2,100.0,1.002,v1.1,13.1428,80.3815
R11748,MET-111,2024-08-31 06:00:00,5.09,261.0,1.0,SCMH,C873,NO,,,18.2,101.325,1.0,v1.0,12.8582,80.3589
R12378,MET-121,2024-08-31 19:00:00,2.86,582.0,2.13,SCMH,C759,0,,Customer called at +91-9848201-48201,21.1,101.325,1.0,v1.1,13.0947,80.3952
R11535,MET-112,2024-08-31 22:00:00,,499.0,2.0,SCMH,C889,false,,"Leak near coords 13.1579,80.4332. Reported.",19.2,103.0,0.99,v1.1,13.238,
R10258,MET-152,2024-09-01 01:00:00,5.76,,4.25,SCMH,C788,false,MAINT,Customer C807 complained about billing.,18.6,101.325,1.0,v1.1,13.1601,
R11266,MET-110,2024-09-01 04:00:00,5.76,,7.26,SCMH,C726,NO,SHUTDOWN,Customer C798 complained about billing.,25.1,102.5,1.0,v1.1,13.1332,80.4448
R12838,MET-116,2024-09-01 05:00:00,3.38,1564.0,5.58,SCMH,C808,No,,Reverse flow detected briefly.,18.7,99.5,1.0,v1.1,12.9234,80.3416
R12178,MET-127,2024-09-01 05:00:00,3.73,288.0,1.08,SCMH,C883,False,,Odorant alarm triggered. Cleared.,15.0,100.0,0.99,v1.1,12.9299,80.3418
R14173,MET-120,2024-09-01 06:00:00,3.23,788.0,2.9,SCMH,C755,n,MAINT,Calibration check passed.,16.8,99.5,1.0,v1.2,12.9665,80.0963
R11548,MET-126,2024-09-01 19:00:00,6.69,1706.0,6.07,SCMH,C750,NO,,Pressure drop observed at peak hours.,23.3,101.325,1.0,v1.1,13.1641,80.1801
R14860,MET-156,2024-09-02 00:00:00,6.67,702000.0,2.78,SCMH,C886,YES,SHUTDOWN,Read manually. Meter OK.,24.3,101.0,1.0,v1.0,13.2187,80.3986
R11903,MET-131,2024-09-02 00:00:00,3.33,352.0,1.25,SCMH,C807,False,,Inspection done. No issues.,22.8,99.5,1.0,v1.1,13.093,80.0978
R13716,MET-102,2024-09-02 01:00:00,3.45,2418.0,-9.43,SCMH,C728,N,,Odorant alarm triggered. Cleared.,21.0,100.0,1.0,v1.1,13.2303,80.1585
R10521,MET-139,2024-09-02 08:00:00,0.0,153.0,0.58,SCMH,C878,0,,Contact: +91-7073673-73673 for followup,14.2,101.325,1.0,v1.0,13.1237,80.0602
R13560,MET-104,2024-09-02 10:00:00,4.09,883.0,3.494,SCMH,C889,n,,"Leak near coords 13.0407,80.0914. Reported.",20.1,103.0,1.0,v1.2,13.0895,80.1927
R14230,MET-140,2024-09-02 16:00:00,3.7,2962.0,10.47,SCMH,c808,N,,Inspection done. No issues.,19.2,103.0,1.0,v1.0,13.0261,80.0932
R11466,MET-133,2024-09-02 18:00:00,0.0,1312.0,4.63,SCMH,C814,no,MAINT,Pressure drop observed at peak hours.,24.1,101.0,1.0,v1.0,12.876,80.3543
R13272,MET-114,2024-09-02 19:00:00,4.92,-2476.0,9.08,SCMH,C722,n,,Maintenance done by technician ID T450.,21.2,100.0,1.005,v1.1,12.9349,80.3762
R10287,MET-132,2024-09-03 00:00:00,4.93,228.0,0.814,SCMH,C756,false,MAINT,Customer C818 complained about billing.,19.4,103.0,1.0,v1.2,12.9182,80.3353
R10473,MET-159,2024-09-03 05:00:00,3.95,,,SCMH,C731,no,MAINT,Reverse flow detected briefly.,19.4,101.325,1.0,v1.0,12.8681,80.407
R14604,MET-103,2024-09-03 06:00:00,3.55,1983.0,7.78,SCMH,C706,no,,Contact: +91-7099023-99023 for followup,24.9,103.0,1.0,v1.0,13.1428,80.3815
R14149,MET-139,2024-09-03 15:00:00,5.48,1982.0,7.05,SCMH,C878,n,,Odorant alarm triggered. Cleared.,23.5,101.325,0.998,v1.0,13.1237,80.0602
R10002,MET-151,2024-09-03 16:00:00,6.55,1033.0,,SCMH,C791,False,MAINT,Customer C745 complained about billing.,23.5,101.325,1.0,v1.0,13.2378,80.1659
R15140,MET-122,2024-09-03 21:00:00,6.92,1786.0,6.61,SCMH,C829,false,,Customer called at +91-9820099-20099,15.4,101.325,1.0,v1.0,12.9058,80.2993
R13490,MET-112,2024-09-03 21:00:00,3.74,4314.0,16.95,SCMH,C889,N,MAINT,Night flow anomaly recorded.,25.2,101.325,0.998,v1.1,13.238,80.1295
R13407,MET-119,2024-09-04 10:00:00,3.21,295.0,1.12,SCMH,C723,No,,Contact: +91-7013009-13009 for followup,17.2,101.325,1.0,v1.0,13.0228,80.1934
R14436,MET-137,2024-09-04 15:00:00,6.77,786.0,2.84,SCMH,C894,0,MAINT,Odorant alarm triggered. Cleared.,21.4,101.325,0.995,v1.2,12.9718,80.2591
R14065,MET-112,2024-09-04 17:00:00,5.72,1705.0,6.6,SCMH,C889,nO,,Read manually. Meter OK.,25.0,101.325,1.0,v1.0,13.238,
R11336,MET-129,2024-09-04 18:00:00,4.55,1083.0,3.98,SCMH,C879,N,,Read manually. Meter OK.,19.3,101.325,1.0,v1.0,13.087,80.4049
R14166,MET-123,2024-09-04 19:00:00,5.62,669.0,2.638,SCMH,C854,false,MAINT,Inspection done. No issues.,16.8,101.325,1.0,v1.2,12.9669,80.1824
R12096,MET-114,2024-09-04 19:00:00,3.07,2537.0,9.84,SCMH,C722,nO,,Pressure drop observed at peak hours.,21.3,99.5,0.998,v1.2,12.9349,80.3762
R10940,MET-107,2024-09-05 02:00:00,3.41,2000.0,5.51,SCMH,C757,False,,"Leak near coords 13.2257,80.3397. Reported.",20.3,100.0,0.998,v1.2,12.8732,80.1064
R14160,MET-158,2024-09-06 00:00:00,5.96,934.0,3.49,SCMH,C837,NO,,Read manually. Meter OK.,17.4,101.325,1.002,v1.0,12.9284,80.1246
R13979,MET-128,2024-09-06 03:00:00,6.92,1323.0,5.03,SCMH,C866,n,,Pressure drop observed at peak hours.,23.7,101.0,1.0,v1.1,80.305,13.0557
R9535,MET-143,2024-09-06 04:00:00,3.31,1276.0,4.92,SCMH,c739,TRUE,,Reverse flow detected briefly.,25.3,101.325,0.998,v1.0,12.8638,80.1757
R12949,MET-160,2024-09-06 07:00:00,6.17,807.0,3.12,SCMH,C796,n,,,19.4,99.5,1.01,v1.0,12.9801,80.2657
R14783,MET-119,2024-09-06 08:00:00,2.73,,2.79,SCMH,C723,FALSE,,Night flow anomaly recorded.,25.9,100.0,1.002,v1.0,80.1934,13.0228
R14341,MET-143,2024-09-06 08:00:00,5.63,954.0,3.8,SCMH,CID-739,False,,"Leak near coords 13.2396,80.3806. Reported.",24.1,103.0,1.005,v1.1,23.738,80.1757
R11164,MET-108,2024-09-06 18:00:00,5.3,2525.0,8.83,SCMH,c735,no,,Night flow anomaly recorded.,21.2,102.5,1.0,v1.0,13.1965,80.3709
R9924,MET-159,2024-09-06 18:00:00,5.32,4378.0,15.28,SCMH,C731,False,MAINT,Maintenance done by technician ID T144.,20.0,100.0,1.0,v1.0,12.8681,80.407
R9209,MET-155,2024-09-06 19:00:00,4.62,1349.0,5.12,SCMH,C711,No,,Inspection done. No issues.,17.5,99.5,1.0,v1.1,13.09,80.3
R13637,MET-134,2024-09-06 21:00:00,6.92,555.0,2.19,SCMH,C850,nO,,Odorant alarm triggered. Cleared.,14.2,101.325,1.01,v1.1,13.2296,80.2745
R9151,MET-108,2024-09-06 22:00:00,4.18,629.0,2.36,SCMH,C735,NO,,"Leak near coords 12.8687,80.114. Reported.",25.3,101.325,0.99,v1.1,13.1965,80.3709
R10093,MET-114,2024-09-06 23:00:00,,2892.0,11.55,SCMH,CID-722,nO,,Customer called at +91-9896122-96122,21.9,102.5,1.005,v1.1,12.9349,80.3762
R12919,MET-140,2024-09-06 23:00:00,5.67,3797.0,,SCMH,C808,no,MAINT,Maintenance done by technician ID T755.,21.4,101.325,1.005,v1.0,13.0261,80.0932
R13841,MET-136,2024-09-07 15:00:00,3.54,331.0,1.28,SCMH,C701,nO,,Reverse flow detected briefly.,20.1,101.325,1.0,v1.1,13.1734,80.2475
R10530,MET-139,2024-09-07 17:00:00,3.68,1267.0,4.89,SCMH,C878,FALSE,,Contact: +91-7010540-10540 for followup,21.2,101.325,1.005,v1.1,13.1237,80.0602
R14948,MET-105,2024-09-08 04:00:00,3.04,916.0,3.63,SCMH,C770,nO,,Pressure drop observed at peak hours.,25.1,101.0,1.005,v1.0,12.9124,80.1624
R14729,MET-129,2024-09-08 04:00:00,4.66,97.0,0.38,SCMH,C879,N,,Night flow anomaly recorded.,22.8,102.5,0.99,v1.0,23.7561,80.4049
R13420,MET-146,2024-09-08 07:00:00,6.89,100.0,0.37,SCMH,C786,nO,,Customer called at +91-9855356-55356,22.4,102.5,1.005,v1.0,13.115,80.1497
R12514,MET-114,2024-09-08 10:00:00,6.8,1200.0,8.66,SCMH,C722,no,,Customer called at +91-9880320-80320,22.6,103.0,1.005,v1.0,12.9349,80.3762
R10572,MET-105,2024-09-08 13:00:00,3.95,186.0,0.71,SCMH,C770,0,,Email: user119@citygas.com flagged issue,20.8,101.325,0.995,v1.2,12.9124,80.1624
R12138,MET-102,2024-09-08 15:00:00,3.31,470.0,1.82,SCMH,C728,False,,Read manually. Meter OK.,23.6,101.325,1.0,v1.1,13.2303,80.1585
R10703,MET-130,2024-09-08 16:00:00,6.19,861.0,3.14,SCMH,C839,TRUE,MAINT,Customer called at +91-9813967-13967,19.8,102.5,1.0,v1.1,12.8686,80.2389
R9039,MET-122,2024-09-08 17:00:00,68.4,567.0,2.26,SCMH,c829,No,,Reverse flow detected briefly.,24.5,101.325,1.0,v1.0,12.9058,80.2993
R12496,MET-138,2024-09-08 18:00:00,3.24,1016.0,3.58,SCMH,C740 ,n,,Contact: +91-7061997-61997 for followup,14.2,101.325,0.99,v1.0,12.8891,80.221
R14164,MET-144,2024-09-08 18:00:00,6.71,2033.0,7.83,SCMH,C755,no,,Odorant alarm triggered. Cleared.,22.9,103.0,1.0,v1.0,22.9207,80.2534
R9632,MET-102,2024-09-09 07:00:00,3.14,2742.0,9.91,SCMH,C728,n,,Customer C856 complained about billing.,14.6,101.325,0.995,v1.1,13.2303,80.1585
R14667,MET-137,2024-09-09 10:00:00,5.61,371.0,1.42,SCMH,C894,No,,,23.4,101.325,1.0,v1.0,12.9718,80.2591
R13956,MET-105,2024-09-09 12:00:00,5.95,167.0,0.649,SCMH,C770,NO,,Night flow anomaly recorded.,23.1,101.325,1.0,v1.2,12.9124,80.1624
R10539,MET-143,2024-09-09 13:00:00,6.82,242.0,0.88,SCMH,C739,No,,Maintenance done by technician ID T306.,17.3,101.325,0.995,v1.1,12.8638,80.1757
R11123,MET-121,2024-09-09 15:00:00,2.82,794.0,2.79,SCMH,C759,n,,Maintenance done by technician ID T307.,23.7,101.325,1.01,v1.0,80.3952,13.0947
R13448,MET-132,2024-09-09 19:00:00,2.63,155.0,0.56,SCMH,C756,No,,Pressure drop observed at peak hours.,14.6,101.325,1.01,v1.0,12.9182,80.3353
R12753,MET-133,2024-09-09 20:00:00,3.0,612.0,2.14,SCMH,C814,False,,Email: user403@citygas.com flagged issue,23.2,101.325,0.99,v1.0,24.0503,80.3543
R11568,MET-101,2024-09-10 02:00:00,4.26,811.0,2.97,SCMH,C863,0,,Contact: +91-7077215-77215 for followup,19.4,102.5,1.005,v1.0,12.9998,80.2055
R12627,MET-160,2024-09-10 12:00:00,3.34,270.0,0.96,SCMH,C796,False,MAINT,Maintenance done by technician ID T219.,23.7,102.5,1.0,v1.0,12.9801,80.2657
R10995,MET-109,2024-09-10 14:00:00,6.56,513.0,1.92,SCMH,C888,n,,Contact: +91-7057220-57220 for followup,21.4,101.325,1.0,v1.0,13.0904,80.0798
R13283,MET-138,2024-09-10 15:00:00,3.52,2822.0,10.26,SCMH,c740,FALSE,,Email: user175@citygas.com flagged issue,24.2,103.0,1.0,v1.1,12.8891,80.221
R14606,MET-139,2024-09-10 15:00:00,6.6,554.0,1.95,SCMH,C878,No,,Odorant alarm triggered. Cleared.,18.2,101.325,1.0,v1.2,13.1237,80.0602
R13206,MET-119,2024-09-10 18:00:00,3.1,467.0,1.81,SCMH,C723,nO,,Contact: +91-7037774-37774 for followup,23.4,101.325,1.0,v1.1,13.0228,80.1934
R11910,MET-155,2024-09-10 20:00:00,5.56,318.0,1.27,SCMH,C711,nO,,Email: user144@citygas.com flagged issue,23.7,102.5,1.002,v1.1,13.0892,80.3034
R10605,MET-146,2024-09-10 20:00:00,4.73,1910.0,-6.95,SCMH,C786,1,,Calibration check passed.,17.5,101.0,1.0,v1.0,13.115,80.1497
R14263,MET-130,2024-09-10 23:00:00,5.84,961.0,3.66,SCMH,C839,false,,Odorant alarm triggered. Cleared.,18.8,101.0,1.0,v1.1,12.8686,80.2389
R13540,MET-132,2024-09-11 00:00:00,5.26,262.0,0.94,SCMH,CID-756,False,,Inspection done. No issues.,23.1,101.325,0.998,v1.1,12.9182,80.3353
R9777,MET-127,2024-09-11 00:00:00,6.32,2429.0,8.98,SCMH,C883,false,,Odorant alarm triggered. Cleared.,25.9,99.5,1.01,v1.0,12.9299,80.3418
R13674,MET-120,2024-09-11 08:00:00,3.96,2156.0,8.26,SCMH,C755,N,,Night flow anomaly recorded.,21.9,103.0,1.0,v1.0,12.9665,80.0963
R12761,MET-112,2024-09-11 11:00:00,4.78,3892.0,,SCMH,C889,NO,MAINT,Maintenance done by technician ID T603.,16.9,101.0,1.0,v1.1,13.238,80.1295
R13126,MET-124,2024-09-11 12:00:00,3.45,314.0,1.1,SCMH,C706,false,SHUTDOWN,Maintenance done by technician ID T415.,23.9,99.5,1.005,v1.2,12.9965,80.0754
R10356,MET-153,2024-09-11 20:00:00,6.86,391.0,1.37,SCMH,C854,false,,Read manually. Meter OK.,17.1,101.325,1.005,v1.1,13.2258,80.4219
R13273,MET-136,2024-09-12 00:00:00,3.14,1167.0,4.14,SCMH,C701,no,,Night flow anomaly recorded.,23.4,101.325,0.99,v1.1,13.1734,80.2475
R9945,MET-135,2024-09-12 06:00:00,3.82,145.0,0.56,SCMH,C771,0,,Maintenance done by technician ID T452.,14.3,103.0,1.0,v1.1,13.2363,80.3584
R15065,MET-102,2024-09-12 10:00:00,6.9,635.0,2.38,SCMH,C728,No,,Maintenance done by technician ID T639.,17.4,100.0,1.005,v1.0,13.2303,80.1585
R9152,MET-109,2024-09-12 10:00:00,3.92,973.0,3.71,SCMH,C888,N,,Maintenance done by technician ID T984.,22.5,101.0,1.002,v1.1,13.0904,80.0798
R14210,MET-149,2024-09-12 19:00:00,4.95,1336.0,5.15,SCMH,C797,nO,,Pressure drop observed at peak hours.,21.9,101.325,1.0,v1.1,13.0687,80.1415
R13776,MET-155,2024-09-12 19:00:00,3.88,1073.0,4.1,SCMH,CID-711,NO,MAINT,Email: user766@citygas.com flagged issue,21.1,101.0,1.002,v1.2,13.0892,80.3034
R13322,MET-157,2024-09-12 20:00:00,4.91,627.0,,SCMH,C817,n,SHUTDOWN,Inspection done. No issues.,17.3,99.5,1.01,v1.0,80.3715,12.8854
R11610,MET-126,2024-09-12 23:00:00,,2716.0,10.86,SCMH,CID-750,YEs,SHUTDOWN,Calibration check passed.,25.7,101.325,1.0,v1.2,13.1641,80.1801
R12116,MET-131,2024-09-13 00:00:00,3.84,984.0,3.94,SCMH,c807,no,,Customer C869 complained about billing.,24.6,102.5,1.0,v1.0,13.093,80.0978
R9916,MET-147,2024-09-13 01:00:00,4.72,1024.0,3.6,SCMH,C726,false,,Reverse flow detected briefly.,18.6,101.0,0.995,v1.1,12.9747,80.2142
R14373,MET-114,2024-09-13 02:00:00,4.91,735.0,2.84,SCMH,C722,False,,Calibration check passed.,16.3,101.325,1.0,v1.1,12.9349,80.3762
R10164,MET-141,2024-09-13 04:00:00,4.53,675.0,2.64,SCMH,C787,No,,Pressure drop observed at peak hours.,24.9,101.325,1.0,v1.1,12.8988,80.0626
R9566,MET-126,2024-09-13 11:00:00,2.81,640.0,2.38,SCMH,C750,false,,Calibration check passed.,15.0,101.325,0.998,v1.0,13.1641,80.1801
R12261,MET-154,2024-09-13 13:00:00,3.12,1500.0,,SCMH,C767 ,false,,Calibration check passed.,18.7,99.5,1.0,v1.1,24.8735,80.3732
R14254,MET-128,2024-09-13 14:00:00,6.76,224.0,0.86,SCMH,C866,0,,Read manually. Meter OK.,16.3,101.325,1.0,v1.0,23.4751,80.305
R14076,MET-141,2024-09-13 16:00:00,4.33,723.0,2.62,SCMH,C787,false,,Email: user398@citygas.com flagged issue,21.2,99.5,0.995,v1.0,12.8988,80.0626
R12603,MET-136,2024-09-13 17:00:00,6.85,227.0,0.88,SCMH,C701,yes,,,15.3,101.325,1.01,v1.0,13.1734,80.2475
R12904,MET-114,2024-09-13 19:00:00,6.11,3287.0,12.6,SCMH,c722,n,,Inspection done. No issues.,24.0,101.325,0.998,v1.0,12.9349,80.3762
R13814,MET-158,2024-09-13 20:00:00,37.4,255.0,0.89,SCMH,C837 ,NO,,Read manually. Meter OK.,22.4,101.325,0.998,v1.0,12.9284,80.1246
R9830,MET-153,2024-09-13 22:00:00,6.81,4945.0,18.82,SCMH,C854,N,MAINT,Customer called at +91-9830013-30013,20.9,102.5,1.0,v1.2,13.23,80.42
R13902,MET-101,2024-09-14 00:00:00,5.32,933.0,3.64,SCMH,c863,FALSE,MAINT,Maintenance done by technician ID T449.,19.8,101.325,1.0,v1.1,12.9998,80.2055
R14184,MET-119,2024-09-14 02:00:00,2.89,,0.65,SCMH,C723,n,SHUTDOWN,Pressure drop observed at peak hours.,17.0,101.0,1.002,v1.0,13.0228,80.1934
R11009,MET-119,2024-09-14 03:00:00,3.15,271.0,1.05,SCMH,C723,NO,SHUTDOWN,Customer C795 complained about billing.,25.8,101.325,1.01,v1.0,13.0228,80.1934
R11208,MET-123,2024-09-14 11:00:00,5.47,1466.0,5.5,SCMH,C854 ,nO,,High consumption flagged for audit.,15.4,101.325,1.0,v1.0,12.9669,80.1824
R12466,MET-118,2024-09-14 16:00:00,4.33,1437.0,5.39,SCMH,C707,0,,High consumption flagged for audit.,24.6,103.0,1.0,v1.1,13.0599,80.0796
R11170,MET-122,2024-09-14 18:00:00,4.78,1841.0,6.67,SCMH,C829,FALSE,,Email: user255@citygas.com flagged issue,18.2,101.325,0.995,v1.0,12.9058,80.2993
R14501,MET-108,2024-09-14 20:00:00,4.99,2989.0,10.63,SCMH,C735,n,,Night flow anomaly recorded.,24.0,101.325,1.0,v1.1,13.1965,80.3709
R14328,MET-149,2024-09-14 21:00:00,5.97,2279.0,8.72,SCMH,C797,true,,Email: user676@citygas.com flagged issue,14.6,100.0,1.005,v1.0,13.0687,80.1415
R13648,MET-134,2024-09-15 00:00:00,4.56,4940.0,19.12,SCMH,C850,NO,,Calibration check passed.,20.7,101.325,1.0,v1.1,13.2296,80.2745
R10155,MET-120,2024-09-15 06:00:00,3.67,1390.0,5.14,SCMH,C755,No,,Inspection done. No issues.,25.7,101.325,1.0,v1.0,12.9665,80.0963
R12828,MET-107,2024-09-15 08:00:00,4.32,316.0,1.15,SCMH,C757,no,SHUTDOWN,"Leak near coords 12.8887,80.2362. Reported.",18.8,101.325,1.0,v1.1,12.8732,80.1064
R9417,MET-119,2024-09-15 13:00:00,4.38,886.0,3.46,SCMH,C723,1,,Email: user328@citygas.com flagged issue,22.6,101.325,1.0,v1.1,13.0228,80.1934
R9355,MET-129,2024-09-15 16:00:00,3.13,840.0,2.94,SCMH,C879,no,,,20.3,101.0,1.0,v1.0,13.087,80.4049
R10930,MET-124,2024-09-15 20:00:00,2.96,1641.0,6.37,SCMH,C706,NO,,Calibration check passed.,19.0,101.325,0.998,v1.1,12.9965,80.0754
R11180,MET-121,2024-09-15 20:00:00,5.78,171.0,0.65,SCMH,C759,nO,,Contact: +91-7048873-48873 for followup,15.4,101.325,1.002,v1.0,13.0947,80.3952
R13391,MET-159,2024-09-15 21:00:00,3.02,3078.0,11.43,SCMH,C731,False,,Customer called at +91-9849497-49497,17.8,101.0,1.0,v1.0,12.8681,80.407
R14529,MET-144,2024-09-15 23:00:00,4.79,1860.0,6.92,SCMH,C755,NO,,High consumption flagged for audit.,25.1,101.325,1.005,v1.0,13.2137,80.2534
R14959,MET-121,2024-09-16 02:00:00,6.34,128.0,0.47,SCMH,C759,0,,Read manually. Meter OK.,24.2,99.5,1.0,v1.0,13.0947,80.3952
R12995,MET-155,2024-09-16 02:00:00,,215.0,0.77,SCMH,C711,nO,MAINT,Odorant alarm triggered. Cleared.,17.7,101.325,1.0,v1.2,13.0892,80.3034
R9774,MET-108,2024-09-16 03:00:00,5.12,3000.0,8.18,SCMH,C735,n,SHUTDOWN,Odorant alarm triggered. Cleared.,14.2,101.325,0.995,v1.2,80.3709,13.1965
R13129,MET-157,2024-09-16 03:00:00,4.49,1723.0,6.38,SCMH,C817,NO,MAINT,Email: user759@citygas.com flagged issue,18.7,101.325,1.0,v1.0,12.8854,80.3715
R9207,MET-137,2024-09-16 07:00:00,4.04,1510.0,5.44,SCMH,C894,FALSE,MAINT,High consumption flagged for audit.,23.3,99.5,0.995,v1.0,12.9718,80.2591
R14669,MET-153,2024-09-16 10:00:00,6.43,5357.0,13.8,SCMH,C854,false,,Contact: +91-7022594-22594 for followup,25.9,102.5,0.99,v1.2,13.2258,80.4219
R13384,MET-158,2024-09-16 10:00:00,3.36,1413.0,5.46,SCMH,C837,N,,High consumption flagged for audit.,20.1,99.5,1.005,v1.0,12.9284,80.1246
R13702,MET-106,2024-09-16 11:00:00,5.02,1472.0,5.55,SCMH,C762,n,,Customer called at +91-9823017-23017,22.2,100.0,0.995,v1.1,22.2141,80.2671
R12810,MET-127,2024-09-16 11:00:00,3.48,1461.0,5.62,SCMH,C883,Yes,SHUTDOWN,Calibration check passed.,14.6,101.325,1.002,v1.2,12.9299,80.3418
